,V(m/s),alpha(deg),beta(deg),p(deg/s),q(deg/s),r(deg/s),phi(deg),theta(deg),elevator(deg),aileron(deg),rudder(deg),gamma(deg),pb,qc,rb,CD_act,CL_act,Cm_act,CY_act,Cr_act,Cn_act
1.0,10.00102132585791,5.3311428596060155,0.0,0.0,-2.3860655861710875e-09,0.0,0.0,4.071527311731765,-13.7517783898,0.0,0.0,1.2596155478742501,0.0,-8.219156500652964e-09,0.0,0.0602275325619205,-0.00562015918598828,0.19825924700022568,0.0,0.0,0.0
2.0,10.00101985125977,5.331142863914175,0.0,0.0,-5.0680462049301504e-09,0.0,0.0,4.07152730802923,-13.7517783898,0.0,0.0,1.2596155558849444,0.0,-1.7457638756496527e-08,0.0,0.060227532601855385,-0.005620159384635573,0.19825924775947923,0.0,0.0,0.0
3.0,10.001018389502391,5.331142865333587,0.0,0.0,-8.042608356931968e-09,0.0,0.0,4.071527301498145,-13.7517783898,0.0,0.0,1.2596155638354416,0.0,-2.770396444697389e-08,0.0,0.060227532627811976,-0.005620159646937059,0.1982592485161923,0.0,0.0,0.0
4.0,10.001016940484664,5.331142863576848,0.0,0.0,-1.1306403501300338e-08,0.0,0.0,4.071527291847602,-13.7517783898,0.0,0.0,1.2596155717292463,0.0,-3.894659942461018e-08,0.0,0.06022753263820087,-0.005620159976169936,0.19825924926224858,0.0,0.0,0.0
5.0,10.001015504107524,5.3311428583600575,0.0,0.0,-1.4856068088897634e-08,0.0,0.0,4.071527278790048,-13.7517783898,0.0,0.0,1.25961557957001,0.0,-5.1173957829814907e-08,0.0,0.060227532631451704,-0.005620160375566244,0.1982592499896174,0.0,0.0,0.0
6.0,10.001014080273922,5.331142849402829,0.0,0.0,-1.8688223600665775e-08,0.0,0.0,4.071527262041301,-13.7517783898,0.0,0.0,1.2596155873615276,0.0,-6.437440222314959e-08,0.0,0.06022753260601321,-0.005620160848312711,0.19825925069035366,0.0,0.0,0.0
7.0,10.00101266888879,5.3311428364283024,0.0,0.0,-2.2799476600210578e-08,0.0,0.0,4.071527241320568,-13.7517783898,0.0,0.0,1.2596155951077348,0.0,-7.853624376665495e-08,0.0,0.06022753256035326,-0.0056201613975505466,0.19825925135659833,0.0,0.0,0.0
8.0,10.001011269859017,5.331142819163159,0.0,0.0,-2.7186418792827577e-08,0.0,0.0,4.071527216350452,-13.7517783898,0.0,0.0,1.2596156028127075,0.0,-9.364774242736283e-08,0.0,0.06022753249295899,-0.005620162026375275,0.19825925198057875,0.0,0.0,0.0
9.0,10.001009883093408,5.331142797337635,0.0,0.0,-3.184562709089839e-08,0.0,0.0,4.071527186856975,-13.7517783898,0.0,0.0,1.25961561048066,0.0,-1.0969710720274899e-07,0.0,0.060227532402336845,-0.005620162737836623,0.19825925255460908,0.0,0.0,0.0
10.0,10.00100850850266,5.33114277068553,0.0,0.0,-3.6773663690126715e-08,0.0,0.0,4.071527152569589,-13.7517783898,0.0,0.0,1.2596156181159417,0.0,-1.2667249638352096e-07,0.0,0.06022753228701263,-0.0056201635349384105,0.1982592530710905,0.0,0.0,0.0
