,V(m/s),alpha(deg),beta(deg),p(deg/s),q(deg/s),r(deg/s),phi(deg),theta(deg)
2136.0,13.925874550310981,0.5940277053232829,0.0,0.0,3.9904510362415154e-05,0.0,0.0,1.0398403468467452
2137.0,13.925872248151611,0.5940681350230201,0.0,0.0,4.0074762104904076e-05,0.0,0.0,1.0398803365724656
2138.0,13.925869920531925,0.5941087062978727,0.0,0.0,4.0243935269536196e-05,0.0,0.0,1.039920496011429
2139.0,13.925867567472073,0.5941494179718496,0.0,0.0,4.041202038988187e-05,0.0,0.0,1.039960824080323
2140.0,13.925865188993239,0.5941902688603359,0.0,0.0,4.057900801546101e-05,0.0,0.0,1.040001319686377
2141.0,13.925862785117642,0.5942312577701145,0.0,0.0,4.074488871215083e-05,0.0,0.0,1.0400419817273776
2142.0,13.925860355868545,0.5942723834993887,0.0,0.0,4.090965306259433e-05,0.0,0.0,1.0400828090916858
2143.0,13.925857901270247,0.5943136448378047,0.0,0.0,4.1073291666609035e-05,0.0,0.0,1.0401238006582538
2144.0,13.925855421348091,0.5943550405664749,0.0,0.0,4.123579514159612e-05,0.0,0.0,1.0401649552966425
2145.0,13.925852916128465,0.5943965694580015,0.0,0.0,4.13971541229504e-05,0.0,0.0,1.040206271867039
2146.0,13.925850385638801,0.5944382302765002,0.0,0.0,4.155735926447029e-05,0.0,0.0,1.040247749220275
2147.0,13.925847829907584,0.5944800217776249,0.0,0.0,4.171640123876839e-05,0.0,0.0,1.0402893861978455
2148.0,13.925845248964345,0.594521942708592,0.0,0.0,4.1874270737682916e-05,0.0,0.0,1.0403311816319274
2149.0,13.925842642839667,0.5945639918082058,0.0,0.0,4.203095847268864e-05,0.0,0.0,1.0403731343453995
2150.0,13.925840011565189,0.594606167806884,0.0,0.0,4.2186455175308786e-05,0.0,0.0,1.0404152431518618
2151.0,13.925837355173602,0.5946484694266834,0.0,0.0,4.2340751597527594e-05,0.0,0.0,1.0404575068556565
2152.0,13.925834673698656,0.5946908953813262,0.0,0.0,4.2493838512202355e-05,0.0,0.0,1.0404999242518875
2153.0,13.925831967175156,0.5947334443762272,0.0,0.0,4.2645706713476675e-05,0.0,0.0,1.0405424941264427
2154.0,13.925829235638972,0.5947761151085201,0.0,0.0,4.279634701719363e-05,0.0,0.0,1.0405852152560149
2155.0,13.92582647912703,0.5948189062670854,0.0,0.0,4.2945750261309164e-05,0.0,0.0,1.0406280864081237
2156.0,13.925823697677323,0.5948618165325784,0.0,0.0,4.309390730630603e-05,0.0,0.0,1.0406711063411376
2157.0,13.925820891328907,0.5949048445774571,0.0,0.0,4.324080903560784e-05,0.0,0.0,1.0407142738042974
2158.0,13.925818060121902,0.594947989066011,0.0,0.0,4.338644635599357e-05,0.0,0.0,1.0407575875377388
2159.0,13.925815204097496,0.5949912486543902,0.0,0.0,4.3530810198012024e-05,0.0,0.0,1.0408010462725164
2160.0,13.925812323297947,0.5950346219906351,0.0,0.0,4.3673891516396886e-05,0.0,0.0,1.0408446487306267
2161.0,13.92580941776658,0.5950781077147055,0.0,0.0,4.3815681290481644e-05,0.0,0.0,1.040888393625034
2162.0,13.925806487547792,0.5951217044585115,0.0,0.0,4.395617052461496e-05,0.0,0.0,1.040932279659694
2163.0,13.925803532687054,0.595165410845944,0.0,0.0,4.4095350248576544e-05,0.0,0.0,1.0409763055295795
2164.0,13.925800553230907,0.5952092254929052,0.0,0.0,4.423321151799214e-05,0.0,0.0,1.041020469920706
2165.0,13.925797549226969,0.5952531470073409,0.0,0.0,4.4369745414749824e-05,0.0,0.0,1.0410647715101575
2166.0,13.925794520723931,0.5952971739892715,0.0,0.0,4.450494304741569e-05,0.0,0.0,1.0411092089661138
2167.0,13.925791467771564,0.5953413050308247,0.0,0.0,4.463879555165037e-05,0.0,0.0,1.041153780947876
2168.0,13.925788390420715,0.5953855387162676,0.0,0.0,4.4771294090624875e-05,0.0,0.0,1.041198486105895
2169.0,13.92578528872331,0.5954298736220404,0.0,0.0,4.4902429855437166e-05,0.0,0.0,1.0412433230817988
2170.0,13.925782162732352,0.5954743083167888,0.0,0.0,4.5032194065528396e-05,0.0,0.0,1.0412882905084206
2171.0,13.925779012501929,0.5955188413613988,0.0,0.0,4.5160577969099454e-05,0.0,0.0,1.0413333870098274
2172.0,13.925775838087207,0.59556347130903,0.0,0.0,4.528757284352766e-05,0.0,0.0,1.0413786112013488
2173.0,13.925772639544435,0.5956081967051506,0.0,0.0,4.541316999578285e-05,0.0,0.0,1.0414239616896066
2174.0,13.925769416930947,0.5956530160875725,0.0,0.0,4.553736076284439e-05,0.0,0.0,1.0414694370725448
2175.0,13.925766170305158,0.5956979279864859,0.0,0.0,4.566013651211752e-05,0.0,0.0,1.0415150359394594
2176.0,13.925762899726568,0.5957429309244957,0.0,0.0,4.5781488641850155e-05,0.0,0.0,1.041560756871029
2177.0,13.925759605255763,0.5957880234166575,0.0,0.0,4.590140858154912e-05,0.0,0.0,1.041606598439346
2178.0,13.925756286954416,0.5958332039705139,0.0,0.0,4.601988779239678e-05,0.0,0.0,1.0416525592079489
2179.0,13.925752944885284,0.5958784710861315,0.0,0.0,4.613691776766769e-05,0.0,0.0,1.041698637731852
2180.0,13.925749579112212,0.595923823256138,0.0,0.0,4.625249003314466e-05,0.0,0.0,1.0417448325575804
2181.0,13.925746189700133,0.5959692589657605,0.0,0.0,4.6366596147535e-05,0.0,0.0,1.041791142223201
2182.0,13.925742776715067,0.5960147766928625,0.0,0.0,4.647922770288699e-05,0.0,0.0,1.0418375652583556
2183.0,13.925739340224123,0.5960603749079834,0.0,0.0,4.6590376325005296e-05,0.0,0.0,1.0418841001842953
2184.0,13.925735880295498,0.5961060520743766,0.0,0.0,4.670003367386756e-05,0.0,0.0,1.0419307455139142
2185.0,13.925732396998479,0.5961518066480493,0.0,0.0,4.680819144403974e-05,0.0,0.0,1.0419774997517832
2186.0,13.925728890403441,0.5961976370778016,0.0,0.0,4.691484136509144e-05,0.0,0.0,1.0420243613941855
2187.0,13.92572536058185,0.5962435418052666,0.0,0.0,4.701997520201183e-05,0.0,0.0,1.0420713289291517
2188.0,13.925721807606262,0.5962895192649512,0.0,0.0,4.7123584755624127e-05,0.0,0.0,1.0421184008364948
2189.0,13.925718231550322,0.5963355678842764,0.0,0.0,4.7225661863001156e-05,0.0,0.0,1.0421655755878472
2190.0,13.925714632488766,0.5963816860836187,0.0,0.0,4.732619839787934e-05,0.0,0.0,1.0422128516466962
2191.0,13.925711010497421,0.5964278722763515,0.0,0.0,4.7425186271073924e-05,0.0,0.0,1.0422602274684218
2192.0,13.925707365653203,0.5964741248688872,0.0,0.0,4.752261743089245e-05,0.0,0.0,1.0423077015003335
2193.0,13.92570369803412,0.5965204422607192,0.0,0.0,4.761848386354857e-05,0.0,0.0,1.0423552721817075
2194.0,13.925700007719268,0.596566822844465,0.0,0.0,4.771277759357612e-05,0.0,0.0,1.042402937943826
2195.0,13.925696294788835,0.5966132650059092,0.0,0.0,4.7805490684241733e-05,0.0,0.0,1.0424506972100145
2196.0,13.925692559324101,0.5966597671240463,0.0,0.0,4.789661523795829e-05,0.0,0.0,1.0424985483956817
2197.0,13.925688801407434,0.5967063275711257,0.0,0.0,4.7986143396696756e-05,0.0,0.0,1.0425464899083583
2198.0,13.925685021122291,0.5967529447126949,0.0,0.0,4.807406734239898e-05,0.0,0.0,1.042594520147737
2199.0,13.92568121855322,0.5967996169076446,0.0,0.0,4.816037929738903e-05,0.0,0.0,1.0426426375057123
2200.0,13.92567739378586,0.5968463425082536,0.0,0.0,4.824507152478424e-05,0.0,0.0,1.042690840366422
2201.0,13.925673546906934,0.5968931198602342,0.0,0.0,4.832813632890689e-05,0.0,0.0,1.042739127106287
2202.0,13.92566967800426,0.5969399473027778,0.0,0.0,4.840956605569374e-05,0.0,0.0,1.0427874960940535
2203.0,13.92566578716674,0.596986823168601,0.0,0.0,4.848935309310663e-05,0.0,0.0,1.0428359456908347
2204.0,13.925661874484364,0.5970337457839923,0.0,0.0,4.8567489871541793e-05,0.0,0.0,1.0428844742501528
2205.0,13.925657940048213,0.5970807134688589,0.0,0.0,4.8643968864238913e-05,0.0,0.0,1.0429330801179821
2206.0,13.925653983950452,0.5971277245367739,0.0,0.0,4.871878258768937e-05,0.0,0.0,1.0429817616327912
2207.0,13.925650006284332,0.5971747772950237,0.0,0.0,4.879192360204451e-05,0.0,0.0,1.0430305171255874
2208.0,13.925646007144191,0.5972218700446563,0.0,0.0,4.8863384511522844e-05,0.0,0.0,1.0430793449199598
2209.0,13.92564198662545,0.5972690010805298,0.0,0.0,4.893315796481695e-05,0.0,0.0,1.0431282433321245
2210.0,13.925637944824617,0.5973161686913607,0.0,0.0,4.900123665549954e-05,0.0,0.0,1.043177210670968
2211.0,13.925633881839282,0.5973633711597733,0.0,0.0,4.906761332242957e-05,0.0,0.0,1.0432262452380936
2212.0,13.925629797768117,0.597410606762349,0.0,0.0,4.913228075015691e-05,0.0,0.0,1.0432753453278658
2213.0,13.925625692710879,0.5974578737696763,0.0,0.0,4.919523176932656e-05,0.0,0.0,1.043324509227457
2214.0,13.9256215667684,0.597505170446401,0.0,0.0,4.9256459257083085e-05,0.0,0.0,1.0433737352168935
2215.0,13.9256174200426,0.5975524950512766,0.0,0.0,4.931595613747267e-05,0.0,0.0,1.0434230215691016
2216.0,13.925613252636472,0.5975998458372157,0.0,0.0,4.9373715381846585e-05,0.0,0.0,1.043472366549956
2217.0,13.92560906465409,0.5976472210513407,0.0,0.0,4.9429730009262116e-05,0.0,0.0,1.0435217684183258
2218.0,13.925604856200602,0.5976946189350361,0.0,0.0,4.948399308688366e-05,0.0,0.0,1.043571225426124
2219.0,13.925600627382236,0.5977420377239999,0.0,0.0,4.9536497730383094e-05,0.0,0.0,1.0436207358183545
2220.0,13.925596378306293,0.5977894756482967,0.0,0.0,4.9587237104339185e-05,0.0,0.0,1.0436702978331611
2221.0,13.925592109081148,0.5978369309324099,0.0,0.0,4.9636204422636205e-05,0.0,0.0,1.0437199097018774
2222.0,13.925587819816245,0.5978844017952952,0.0,0.0,4.968339294886185e-05,0.0,0.0,1.0437695696490752
2223.0,13.925583510622104,0.5979318864504339,0.0,0.0,4.972879599670415e-05,0.0,0.0,1.043819275892615
2224.0,13.925579181610313,0.5979793831058868,0.0,0.0,4.9772406930347895e-05,0.0,0.0,1.0438690266436965
2225.0,13.925574832893528,0.5980268899643485,0.0,0.0,4.981421916487006e-05,0.0,0.0,1.0439188201069087
2226.0,13.925570464585471,0.5980744052232017,0.0,0.0,4.985422616663406e-05,0.0,0.0,1.0439686544802813
2227.0,13.92556607680093,0.5981219270745723,0.0,0.0,4.9892421453683634e-05,0.0,0.0,1.0440185279553365
2228.0,13.925561669655758,0.5981694537053851,0.0,0.0,4.992879859613529e-05,0.0,0.0,1.04406843871714
2229.0,13.925557243266873,0.5982169832974185,0.0,0.0,4.9963351216570634e-05,0.0,0.0,1.044118384944354
2230.0,13.925552797752246,0.598264514027361,0.0,0.0,4.9996072990426786e-05,0.0,0.0,1.0441683648092903
2231.0,13.925548333230916,0.598312044066868,0.0,0.0,5.0026957646386444e-05,0.0,0.0,1.0442183764779618
2232.0,13.925543849822972,0.5983595715826174,0.0,0.0,5.005599896676692e-05,0.0,0.0,1.0442684181101374
2233.0,13.925539347649565,0.5984070947363678,0.0,0.0,5.008319078790787e-05,0.0,0.0,1.044318487859395
2234.0,13.925534826832896,0.5984546116850148,0.0,0.0,5.01085270005587e-05,0.0,0.0,1.0443685838731764
2235.0,13.92553028749622,0.5985021205806496,0.0,0.0,5.013200155026407e-05,0.0,0.0,1.0444187042928412
2236.0,13.925525729763843,0.5985496195706164,0.0,0.0,5.015360843774883e-05,0.0,0.0,1.0444688472537222
2237.0,13.925521153761116,0.5985971067975712,0.0,0.0,5.0173341719302034e-05,0.0,0.0,1.0445190108851807
2238.0,13.92551655961444,0.5986445803995406,0.0,0.0,5.019119550715963e-05,0.0,0.0,1.0445691933106622
2239.0,13.925511947451259,0.5986920385099807,0.0,0.0,5.020716396988597e-05,0.0,0.0,1.0446193926477527
2240.0,13.92550731740006,0.5987394792578363,0.0,0.0,5.022124133275433e-05,0.0,0.0,1.0446696070082349
2241.0,13.925502669590369,0.5987869007676015,0.0,0.0,5.023342187812651e-05,0.0,0.0,1.0447198344981452
2242.0,13.92549800415275,0.5988343011593789,0.0,0.0,5.0243699945831126e-05,0.0,0.0,1.0447700732178313
2243.0,13.925493321218806,0.5988816785489401,0.0,0.0,5.025206993354023e-05,0.0,0.0,1.0448203212620095
2244.0,13.925488620921168,0.5989290310477875,0.0,0.0,5.0258526297145613e-05,0.0,0.0,1.044870576719823
2245.0,13.925483903393506,0.5989763567632141,0.0,0.0,5.0263063551133414e-05,0.0,0.0,1.0449208376749
2246.0,13.925479168770512,0.599023653798366,0.0,0.0,5.026567626895745e-05,0.0,0.0,1.0449711022054127
2247.0,13.925474417187909,0.5990709202523032,0.0,0.0,5.026635908341131e-05,0.0,0.0,1.0450213683841363
2248.0,13.925469648782444,0.5991181542200628,0.0,0.0,5.026510668699979e-05,0.0,0.0,1.0450716342785087
2249.0,13.925464863691884,0.5991653537927202,0.0,0.0,5.026191383230824e-05,0.0,0.0,1.0451218979506902
2250.0,13.925460062055016,0.5992125170574528,0.0,0.0,5.0256775332370864e-05,0.0,0.0,1.0451721574576243
2251.0,13.925455244011646,0.599259642097603,0.0,0.0,5.0249686061037936e-05,0.0,0.0,1.0452224108510972
2252.0,13.92545040970259,0.5993067269927408,0.0,0.0,5.024064095334162e-05,0.0,0.0,1.0452726561778003
2253.0,13.925445559269678,0.5993537698187283,0.0,0.0,5.0229635005860126e-05,0.0,0.0,1.04532289147939
2254.0,13.92544069285575,0.5994007686477838,0.0,0.0,5.021666327708084e-05,0.0,0.0,1.0453731147925507
2255.0,13.925435810604649,0.5994477215485454,0.0,0.0,5.020172088776201e-05,0.0,0.0,1.0454233241490565
2256.0,13.925430912661223,0.5994946265861364,0.0,0.0,5.018480302129283e-05,0.0,0.0,1.0454735175758332
2257.0,13.925425999171322,0.5995414818222299,0.0,0.0,5.01659049240524e-05,0.0,0.0,1.0455236930950216
2258.0,13.925421070281791,0.5995882853151143,0.0,0.0,5.01450219057668e-05,0.0,0.0,1.0455738487240402
2259.0,13.92541612614047,0.5996350351197587,0.0,0.0,5.012214933986563e-05,0.0,0.0,1.0456239824756497
2260.0,13.925411166896193,0.5996817292878789,0.0,0.0,5.009728266383567e-05,0.0,0.0,1.045674092358016
2261.0,13.92540619269878,0.5997283658680038,0.0,0.0,5.00704173795743e-05,0.0,0.0,1.045724176374774
2262.0,13.925401203699039,0.5997749429055417,0.0,0.0,5.004154905374074e-05,0.0,0.0,1.0457742325250938
2263.0,13.925396200048757,0.5998214584428471,0.0,0.0,5.001067331810611e-05,0.0,0.0,1.045824258803744
2264.0,13.925391181900702,0.5998679105192881,0.0,0.0,4.9977785869901604e-05,0.0,0.0,1.0458742532011585
2265.0,13.92538614940862,0.5999142971713136,0.0,0.0,4.994288247216526e-05,0.0,0.0,1.0459242137035
2266.0,13.925381102727227,0.5999606164325212,0.0,0.0,4.990595895408736e-05,0.0,0.0,1.0459741382927286
2267.0,13.92537604201221,0.600006866333725,0.0,0.0,4.986701121135378e-05,0.0,0.0,1.046024024946666
2268.0,13.925370967420223,0.6000530449030244,0.0,0.0,4.982603520648796e-05,0.0,0.0,1.0460738716390632
2269.0,13.925365879108881,0.6000991501658719,0.0,0.0,4.978302696919154e-05,0.0,0.0,1.0461236763396673
2270.0,13.92536077723676,0.6001451801451428,0.0,0.0,4.9737982596682806e-05,0.0,0.0,1.046173437014289
2271.0,13.92535566196339,0.6001911328612043,0.0,0.0,4.969089825403365e-05,0.0,0.0,1.04622315162487
2272.0,13.925350533449254,0.6002370063319843,0.0,0.0,4.964177017450517e-05,0.0,0.0,1.0462728181295506
2273.0,13.925345391855787,0.6002827985730421,0.0,0.0,4.959059465988078e-05,0.0,0.0,1.0463224344827398
2274.0,13.925340237345363,0.6003285075976379,0.0,0.0,4.953736808079853e-05,0.0,0.0,1.0463719986351816
2275.0,13.925335070081303,0.6003741314168032,0.0,0.0,4.94820868770811e-05,0.0,0.0,1.0464215085340258
2276.0,13.925329890227863,0.6004196680394115,0.0,0.0,4.942474755806408e-05,0.0,0.0,1.0464709621228967
2277.0,13.925324697950233,0.6004651154722493,0.0,0.0,4.936534670292277e-05,0.0,0.0,1.0465203573419626
2278.0,13.925319493414534,0.6005104717200873,0.0,0.0,4.930388096099657e-05,0.0,0.0,1.046569692128006
2279.0,13.925314276787814,0.6005557347857514,0.0,0.0,4.924034705211257e-05,0.0,0.0,1.0466189644144948
2280.0,13.925309048238041,0.600600902670195,0.0,0.0,4.9174741766906125e-05,0.0,0.0,1.0466681721316509
2281.0,13.925303807934105,0.6006459733725704,0.0,0.0,4.910706196714022e-05,0.0,0.0,1.046717313206523
2282.0,13.925298556045806,0.6006909448903018,0.0,0.0,4.9037304586023177e-05,0.0,0.0,1.0467663855630573
2283.0,13.92529329274386,0.6007358152191573,0.0,0.0,4.8965466628523964e-05,0.0,0.0,1.0468153871221688
2284.0,13.925288018199883,0.6007805823533217,0.0,0.0,4.8891545171685915e-05,0.0,0.0,1.0468643158018138
2285.0,13.925282732586398,0.6008252442854697,0.0,0.0,4.881553736493826e-05,0.0,0.0,1.0469131695170615
2286.0,13.925277436076826,0.6008697990068392,0.0,0.0,4.87374404304061e-05,0.0,0.0,1.046961946180167
2287.0,13.925272128845478,0.6009142445073051,0.0,0.0,4.865725166321819e-05,0.0,0.0,1.047010643700644
2288.0,13.925266811067559,0.6009585787754526,0.0,0.0,4.85749684318125e-05,0.0,0.0,1.0470592599853379
2289.0,13.925261482919156,0.6010027997986515,0.0,0.0,4.8490588178240215e-05,0.0,0.0,1.0471077929384993
2290.0,13.925256144577238,0.6010469055631307,0.0,0.0,4.8404108418467684e-05,0.0,0.0,1.047156240461858
2291.0,13.925250796219652,0.6010908940540528,0.0,0.0,4.831552674267609e-05,0.0,0.0,1.0472046004546967
2292.0,13.925245438025113,0.6011347632555887,0.0,0.0,4.822484081555926e-05,0.0,0.0,1.0472528708139255
2293.0,13.925240070173208,0.6011785111509926,0.0,0.0,4.813204837661909e-05,0.0,0.0,1.0473010494341564
2294.0,13.925234692844384,0.6012221357226778,0.0,0.0,4.803714724045952e-05,0.0,0.0,1.0473491342077788
2295.0,13.925229306219947,0.6012656349522916,0.0,0.0,4.794013529707774e-05,0.0,0.0,1.047397123025034
2296.0,13.925223910482059,0.6013090068207917,0.0,0.0,4.784101051215375e-05,0.0,0.0,1.0474450137740916
2297.0,13.925218505813726,0.6013522493085218,0.0,0.0,4.773977092733769e-05,0.0,0.0,1.0474928043411242
2298.0,13.925213092398803,0.6013953603952882,0.0,0.0,4.763641466053466e-05,0.0,0.0,1.0475404926103848
2299.0,13.925207670421983,0.6014383380604358,0.0,0.0,4.75309399061878e-05,0.0,0.0,1.047588076464282
2300.0,13.925202240068794,0.6014811802829254,0.0,0.0,4.7423344935559224e-05,0.0,0.0,1.0476355537834576
2301.0,13.92519680152559,0.6015238850414104,0.0,0.0,4.731362809700818e-05,0.0,0.0,1.0476829224468631
2302.0,13.925191354979559,0.6015664503143137,0.0,0.0,4.7201787816267935e-05,0.0,0.0,1.0477301803318368
2303.0,13.925185900618699,0.6016088740799055,0.0,0.0,4.708782259671932e-05,0.0,0.0,1.0477773253141818
2304.0,13.925180438631827,0.6016511543163807,0.0,0.0,4.6971731019662854e-05,0.0,0.0,1.0478243552682436
2305.0,13.925174969208573,0.601693289001937,0.0,0.0,4.685351174458817e-05,0.0,0.0,1.0478712680669877
2306.0,13.925169492539368,0.6017352761148524,0.0,0.0,4.6733163509441516e-05,0.0,0.0,1.0479180615820787
2307.0,13.925164008815441,0.601777113633564,0.0,0.0,4.6610685130890615e-05,0.0,0.0,1.047964733683958
2308.0,13.925158518228821,0.6018187995367462,0.0,0.0,4.648607550458731e-05,0.0,0.0,1.0480112822419236
2309.0,13.925153020972324,0.6018603318033894,0.0,0.0,4.6359333605427884e-05,0.0,0.0,1.0480577051242086
2310.0,13.925147517239548,0.6019017084128788,0.0,0.0,4.6230458487811135e-05,0.0,0.0,1.0481040001980608
2311.0,13.92514200722487,0.6019429273450738,0.0,0.0,4.609944928589378e-05,0.0,0.0,1.048150165329822
2312.0,13.925136491123444,0.601983986580387,0.0,0.0,4.596630521384381e-05,0.0,0.0,1.0481961983850083
2313.0,13.925130969131187,0.6020248840998635,0.0,0.0,4.5831025566091286e-05,0.0,0.0,1.0482420972283901
2314.0,13.925125441444782,0.6020656178852611,0.0,0.0,4.569360971757675e-05,0.0,0.0,1.0482878597240726
2315.0,13.925119908261669,0.6021061859191297,0.0,0.0,4.555405712399688e-05,0.0,0.0,1.048333483735576
2316.0,13.925114369780037,0.6021465861848916,0.0,0.0,4.541236732204854e-05,0.0,0.0,1.048378967125917
2317.0,13.925108826198821,0.6021868166669215,0.0,0.0,4.5268539929669206e-05,0.0,0.0,1.0484243077576891
2318.0,13.9251032777177,0.6022268753506274,0.0,0.0,4.512257464627587e-05,0.0,0.0,1.048469503493145
2319.0,13.925097724537082,0.6022667602225305,0.0,0.0,4.4974471253001106e-05,0.0,0.0,1.0485145521942774
2320.0,13.925092166858107,0.6023064692703465,0.0,0.0,4.4824229612926176e-05,0.0,0.0,1.048559451722901
2321.0,13.925086604882638,0.6023460004830666,0.0,0.0,4.467184967131237e-05,0.0,0.0,1.0486041999407352
2322.0,13.925081038813257,0.6023853518510384,0.0,0.0,4.451733145582935e-05,0.0,0.0,1.048648794709485
2323.0,13.925075468853253,0.6024245213660471,0.0,0.0,4.4360675076780835e-05,0.0,0.0,1.0486932338909247
2324.0,13.925069895206624,0.6024635070213972,0.0,0.0,4.4201880727328076e-05,0.0,0.0,1.0487375153469807
2325.0,13.925064318078066,0.6025023068119941,0.0,0.0,4.404094868371065e-05,0.0,0.0,1.0487816369398137
2326.0,13.92505873767297,0.6025409187344261,0.0,0.0,4.38778793054639e-05,0.0,0.0,1.0488255965319024
2327.0,13.925053154197414,0.6025793407870458,0.0,0.0,4.371267303563498e-05,0.0,0.0,1.0488693919861267
2328.0,13.925047567858156,0.6026175709700526,0.0,0.0,4.3545330400995446e-05,0.0,0.0,1.0489130211658513
2329.0,13.925041978862632,0.6026556072855753,0.0,0.0,4.33758520122511e-05,0.0,0.0,1.0489564819350097
2330.0,13.925036387418945,0.6026934477377538,0.0,0.0,4.320423856424973e-05,0.0,0.0,1.0489997721581883
2331.0,13.925030793735862,0.602731090332822,0.0,0.0,4.303049083618564e-05,0.0,0.0,1.0490428897007105
2332.0,13.925025198022809,0.6027685330791909,0.0,0.0,4.285460969180176e-05,0.0,0.0,1.0490858324287209
2333.0,13.925019600489858,0.6028057739875308,0.0,0.0,4.2676596079588835e-05,0.0,0.0,1.0491285982092704
2334.0,13.925014001347728,0.6028428110708548,0.0,0.0,4.249645103298206e-05,0.0,0.0,1.0491711849104008
2335.0,13.925008400807778,0.6028796423446019,0.0,0.0,4.2314175670554805e-05,0.0,0.0,1.04921359040123
2336.0,13.925002799081994,0.6029162658267199,0.0,0.0,4.212977119620971e-05,0.0,0.0,1.049255812552037
2337.0,13.924997196382991,0.602952679537749,0.0,0.0,4.1943238899366755e-05,0.0,0.0,1.0492978492343474
2338.0,13.924991592923998,0.6029888815009058,0.0,0.0,4.1754580155148715e-05,0.0,0.0,1.049339698321019
2339.0,13.924985988918861,0.6030248697421663,0.0,0.0,4.156379642456394e-05,0.0,0.0,1.049381357686328
2340.0,13.92498038458203,0.6030606422903501,0.0,0.0,4.137088925468575e-05,0.0,0.0,1.0494228252060542
2341.0,13.92497478012855,0.6030961971772039,0.0,0.0,4.117586027882975e-05,0.0,0.0,1.0494640987575679
2342.0,13.924969175774066,0.6031315324374861,0.0,0.0,4.097871121672771e-05,0.0,0.0,1.0495051762199155
2343.0,13.9249635717348,0.6031666461090507,0.0,0.0,4.077944387469848e-05,0.0,0.0,1.049546055473907
2344.0,13.924957968227558,0.6032015362329313,0.0,0.0,4.05780601458167e-05,0.0,0.0,1.0495867344022016
2345.0,13.924952365469716,0.6032362008534257,0.0,0.0,4.037456201007787e-05,0.0,0.0,1.0496272108893954
2346.0,13.924946763679216,0.6032706380181804,0.0,0.0,4.0168951534560915e-05,0.0,0.0,1.0496674828221075
2347.0,13.924941163074559,0.6033048457782751,0.0,0.0,3.996123087358748e-05,0.0,0.0,1.0497075480890683
2348.0,13.924935563874795,0.6033388221883076,0.0,0.0,3.975140226887891e-05,0.0,0.0,1.0497474045812059
2349.0,13.924929966299521,0.6033725653064779,0.0,0.0,3.953946804970923e-05,0.0,0.0,1.0497870501917337
2350.0,13.924924370568869,0.6034060731946739,0.0,0.0,3.932543063305607e-05,0.0,0.0,1.0498264828162385
2351.0,13.924918776903505,0.6034393439185559,0.0,0.0,3.910929252374861e-05,0.0,0.0,1.0498657003527678
2352.0,13.924913185524616,0.6034723755476417,0.0,0.0,3.889105631461153e-05,0.0,0.0,1.0499047007019182
2353.0,13.924907596653904,0.6035051661553916,0.0,0.0,3.867072468660696e-05,0.0,0.0,1.049943481766923
2354.0,13.924902010513584,0.6035377138192941,0.0,0.0,3.844830040897274e-05,0.0,0.0,1.0499820414537406
2355.0,13.92489642732637,0.6035700166209507,0.0,0.0,3.822378633935815e-05,0.0,0.0,1.0500203776711428
2356.0,13.924890847315472,0.6036020726461612,0.0,0.0,3.799718542395637e-05,0.0,0.0,1.050058488330803
2357.0,13.92488527070459,0.6036338799850095,0.0,0.0,3.7768500697633475e-05,0.0,0.0,1.0500963713473859
2358.0,13.924879697717897,0.6036654367319491,0.0,0.0,3.7537735284054986e-05,0.0,0.0,1.0501340246386348
2359.0,13.924874128580045,0.6036967409858881,0.0,0.0,3.7304892395808726e-05,0.0,0.0,1.0501714461254614
2360.0,13.924868563516151,0.6037277908502758,0.0,0.0,3.706997533452481e-05,0.0,0.0,1.0502086337320344
2361.0,13.92486300275179,0.6037585844331875,0.0,0.0,3.6832987490993004e-05,0.0,0.0,1.0502455853858688
2362.0,13.924857446512986,0.6037891198474107,0.0,0.0,3.659393234527592e-05,0.0,0.0,1.0502822990179148
2363.0,13.924851895026206,0.6038193952105306,0.0,0.0,3.635281346681974e-05,0.0,0.0,1.0503187725626475
2364.0,13.924846348518356,0.6038494086450165,0.0,0.0,3.6109634514561637e-05,0.0,0.0,1.0503550039581562
2365.0,13.924840807216766,0.603879158278307,0.0,0.0,3.5864399237033855e-05,0.0,0.0,1.050390991146234
2366.0,13.92483527134919,0.6039086422428964,0.0,0.0,3.561711147246497e-05,0.0,0.0,1.050426732072467
2367.0,13.924829741143792,0.6039378586764208,0.0,0.0,3.5367775148877244e-05,0.0,0.0,1.0504622246863249
2368.0,13.924824216829146,0.6039668057217437,0.0,0.0,3.5116394284181504e-05,0.0,0.0,1.0504974669412501
2369.0,13.924818698634217,0.6039954815270421,0.0,0.0,3.486297298626835e-05,0.0,0.0,1.0505324567947478
2370.0,13.924813186788365,0.604023884245893,0.0,0.0,3.460751545309639e-05,0.0,0.0,1.0505671922084765
2371.0,13.924807681521328,0.6040520120373593,0.0,0.0,3.435002597277672e-05,0.0,0.0,1.0506016711483372
2372.0,13.924802183063223,0.6040798630660755,0.0,0.0,3.409050892365461e-05,0.0,0.0,1.0506358915845646
2373.0,13.924796691644529,0.6041074355023348,0.0,0.0,3.3828968774387726e-05,0.0,0.0,1.0506698514918167
2374.0,13.924791207496085,0.6041347275221742,0.0,0.0,3.356541008402119e-05,0.0,0.0,1.0507035488492653
2375.0,13.924785730849083,0.6041617373074616,0.0,0.0,3.329983750205883e-05,0.0,0.0,1.0507369816406866
