,V(m/s),alpha(deg),beta(deg),p(deg/s),q(deg/s),r(deg/s),phi(deg),theta(deg),elevator(deg),aileron(deg),rudder(deg),gamma(deg),pb,qc,rb,CD_act,CL_act,Cm_act,CY_act,Cr_act,Cn_act
1.0,12.319640039681136,2.9959044028510218,-5.253063121829411,-0.010382043633434928,-0.0014156362453326163,0.17519179447168182,0.010983555865173867,3.391579859769954,-7.2157,0.0,-4.5505160631,-0.39567545691893224,-0.029031806288156006,-0.003958611493081489,0.48989721291448135,0.03965453240140294,-0.002217949917775283,0.10779895931795687,0.05745335800886561,-0.0008249111360113276,0.00040522756758342923
2.0,12.319618020989596,2.9936625290180556,-5.4253051369164895,-0.010372988587990597,-0.00286160565626164,0.1751729690463132,0.010984531273316828,3.389407334698569,-7.2157,0.0,-4.5505160631,-0.3957448056805135,-0.029006537073425542,-0.008002059373127764,0.4898454459678727,0.039654042497254426,-0.0023411626804919206,0.10801609167278675,0.05964750266332005,-0.0008260287537789966,0.0008138835563497628
3.0,12.319585986897705,2.989980210765726,-5.597401009832091,-0.010357987338436413,-0.0043031576187582245,0.17514146945245784,0.010987154722965969,3.3857909533850354,-7.2157,0.0,-4.5505160631,-0.3958107426193096,-0.028964663600598108,-0.012033178722392384,0.48975863548126825,0.039650623107264624,-0.0024782663608598696,0.10819522075320517,0.06183259559945516,-0.0008278654829456563,0.0012259530131229768
4.0,12.319546904337331,2.984863306137985,-5.769338311544267,-0.010337143370906268,-0.005739160979192488,0.17509743773162856,0.010992157309652044,3.380735696800422,-7.2157,0.0,-4.5505160631,-0.39587239066243685,-0.028906468061933675,-0.016048812287371723,0.4896370602502342,0.03964427717590385,-0.002629101234629179,0.10833626572389377,0.06400803975419565,-0.0008304176347428934,0.0016414241047107876
5.0,12.319503716155193,2.978318786172961,-5.941104810389542,-0.01031056714512131,-0.007168505891636496,0.17504105124286776,0.011000195412973868,3.3742476644213473,-7.2157,0.0,-4.5505160631,-0.3959288782483861,-0.028832252202143385,-0.020045858474236473,0.48948109877260176,0.03963501004960784,-0.002793498366914754,0.10843917852765717,0.0661732515901866,-0.0008336808999340177,0.0020602771931174588
6.0,12.319459338620202,2.9703547113714053,-6.112688506689901,-0.010278375644745376,-0.008590105557593495,0.17497252144837197,0.011011851224792013,3.3663340522696084,-7.2157,0.0,-4.5505160631,-0.3959793408982031,-0.028742336106540277,-0.024021276285347146,0.4892912260361856,0.03962282945538286,-0.0029712800528680083,0.10850394367794094,0.06832766205326513,-0.0008376503654602575,0.0024824850988971574
7.0,12.319416658987222,2.9609802065326387,-6.284077666002987,-0.01024069191794479,-0.01000289785239313,0.17489209259020402,0.011027633501442523,3.357003129267469,-7.2157,0.0,-4.5505160631,-0.3960229227348302,-0.028637056959659728,-0.027972089957973127,0.489068009996818,0.039607745474875944,-0.003162260263270919,0.10853057798618554,0.07047071747308231,-0.000842320532118921,0.0029080133872621122
8.0,12.3193785331214,2.950205434076633,-6.455260850903666,-0.010197644610202146,-0.011405846833327083,0.17480004026853568,0.01104797852293948,3.3462642120235357,-7.2157,0.0,-4.5505160631,-0.3960587779469029,-0.028516767779880187,-0.03189539329047305,0.4888121077748292,0.039589770514050306,-0.0033662450931748605,0.10851913022581972,0.07260188040496335,-0.0008476853331803425,0.003336820674763055
9.0,12.319347783186977,2.9380415659749275,-6.626226951206142,-0.010149367491401391,-0.01279794412545609,0.17469666993216326,0.011073251242322023,3.334127638168705,-7.2157,0.0,-4.5505160631,-0.39608607219377756,-0.028381836135510555,-0.03578835364349992,0.48852426159902673,0.03956891926862701,-0.003583033211761927,0.10846968073498753,0.07472063041147288,-0.0008537381538482671,0.0037688589542927593
10.0,12.319327195404238,2.9245007544163313,-6.796965212547046,-0.01009599897915881,-0.014178210181879097,0.17458231529224197,0.011103746608640275,3.320604738365356,-7.2157,0.0,-4.5505160631,-0.3961039839490246,-0.02823264284771749,-0.03964821560612082,0.48820529452788713,0.039545208685472344,-0.003812416311673651,0.108382340960375,0.07682646478253047,-0.0008604718514668346,0.004204073936117211
11.0,12.319319517877947,2.9095961013357368,-6.967465263261274,-0.01003768166032242,-0.015545695416109739,0.17445733667029012,0.011139691047549383,3.3057078071158186,-7.2157,0.0,-4.5505160631,-0.3961117057800818,-0.02806958068554687,-0.04347230431906446,0.48785610597806395,0.039518657920128125,-0.004054179556127434,0.10825725294475326,0.07891889919329137,-0.0008678787763765003,0.004642405402613098
12.0,12.319327458500366,2.8933416269359697,-7.137717139493772,-0.009974561812501347,-0.01689948120504625,0.17432211929152813,0.01118124408407444,3.2894500724981373,-7.2157,0.0,-4.5505160631,-0.3961084455621675,-0.02789305305814972,-0.04725802844960768,0.48747766709045515,0.03948928829069782,-0.004308102022224043,0.10809458876108298,0.08099746829937181,-0.0008759507933210728,0.005083787574383419
13.0,12.319353682931617,2.8757522373333586,-7.3077113085017515,-0.009906788927418142,-0.01823868076184078,0.17417707153454104,0.011228500092803928,3.2718456649583145,-7.2157,0.0,-4.5505160631,-0.3960934276249559,-0.027703472709157503,-0.05100288281486323,0.4870710159639669,0.03945712322831569,-0.0045739571389397105,0.10789454989622838,0.08306172626934955,-0.000884679303308476,0.0055281494854351465
14.0,12.31940081265984,2.856843691457709,-7.477438690113026,-0.009834515237801452,-0.019562439878765926,0.1740226231480934,0.01128149016154782,3.252909585288593,-7.2157,0.0,-4.5505160631,-0.3960658938308841,-0.027501260417965988,-0.05470445065241619,0.4866372527867645,0.03942218822443823,-0.004851513118391663,0.10765736658750925,0.08511124725480955,-0.0008940552658289137,0.005975415365133303
15.0,12.319471423143318,2.8366325673366175,-7.646890676317082,-0.009757895249455008,-0.02086993754093392,0.17385922344568702,0.011340184055341285,3.2326576719209066,-7.2157,0.0,-4.5505160631,-0.3960251045842891,-0.02728684371248404,-0.05836040553935782,0.4861775348942453,0.03938451077520804,-0.00514053337906557,0.10738329711547136,0.08714562579852703,-0.0009040692213356927,0.006425505024691889
16.0,12.31956804203635,2.8151362278925993,-7.816059148976149,-0.009677085280052358,-0.02216038641244174,0.1736873394881397,0.011404492268568666,3.211106567663483,-7.2157,0.0,-4.5505160631,-0.3959703397708836,-0.02706065559768594,-0.06196851296276688,0.48569307178219634,0.03934412032314865,-0.005440776959796393,0.10707262705638412,0.08916447718168569,-0.0009147113138961031,0.006878334246025096
17.0,12.319693147500399,2.79237278637938,-7.984936495653752,-0.009592243006116268,-0.023433033197188632,0.17350745426408706,0.011474268153908673,3.188273686006733,-7.2157,0.0,-4.5505160631,-0.39590089962735275,-0.02682313330407524,-0.06552663154657704,0.485185120102652,0.03930104819645584,-0.005751998923399046,0.10672566849807506,0.09116743771131466,-0.00092597131392234,0.007333815170858019
18.0,12.319849166601665,2.7683610715809523,-8.1535156235681,-0.009503527019547809,-0.02468715887723746,0.17332006487787155,0.011549310117744795,3.1641771771220504,-7.2157,0.0,-4.5505160631,-0.39581610554109803,-0.026574717059927432,-0.06903271394153171,0.48465497866884155,0.03925532754615565,-0.006073950748951132,0.10634275922278538,0.09315416494939294,-0.0009378386408954993,0.0077918566880860254
19.0,12.320038473795943,2.7431205928936815,-8.321789971686922,-0.009411096394974165,-0.02592207883216443,0.17312568075379486,0.011629363872629975,3.13883589367405,-7.2157,0.0,-4.5505160631,-0.39571530078036865,-0.02631584889093017,-0.07248480738655652,0.4841039834943472,0.03920699328140258,-0.006406380711836541,0.10592426186078167,0.09512433788531377,-0.0009503023859991006,0.008252364817471936
20.0,12.320263389501271,2.7166715054079034,-8.489753520989185,-0.009315110269086466,-0.027137142843360905,0.17292482186517644,0.011714124738328136,3.1122693565631105,-7.2157,0.0,-4.5505160631,-0.3955978511552072,-0.02604697145058513,-0.07588105395136584,0.4835335028901911,0.03915608200319272,-0.00674903425076346,0.10547056301848211,0.09707765705362204,-0.0009633513345823648,0.008715243087881117
21.0,12.320526178758609,2.689034575101143,-8.657400802927315,-0.00921572743304068,-0.02833173498771466,0.17271801699608927,0.011803239983864448,3.0844977207109427,-7.2157,0.0,-4.5505160631,-0.39546314560979967,-0.025768526884477613,-0.07921969047145946,0.48294493264205696,0.03910263193676594,-0.007101654321074579,0.10498207238485736,0.09901384459913559,-0.0009769739883775466,0.009180392908372803
22.0,12.320829049980421,2.660231144250369,-8.824726906131112,-0.00911310593889624,-0.029505273425504845,0.17250580204304378,0.011896311203890914,3.0555417409973176,-7.2157,0.0,-4.5505160631,-0.3953105967469486,-0.025480955731260177,-0.08249904818785367,0.48233969128825,0.03904668286296929,-0.007463981733768013,0.10445922181984328,0.10093264429173612,-0.0009911585873999388,0.009647713930591752
23.0,12.3211741537868,2.6302830971656066,-8.991727481401497,-0.009007402720969464,-0.0306572100876954,0.1722887183632658,0.011992896723503371,3.025422738451113,-7.2157,0.0,-4.5505160631,-0.3951396412855064,-0.025184695862936785,-0.08571755210492756,0.4817192155173242,0.03898827604885004,-0.007835755479746184,0.10390246442845896,0.10283382149326567,-0.0010058931314636955,0.010117104401034627
24.0,12.321563581928416,2.5992128263418497,-9.158398745048535,-0.008898773232882453,-0.03178703026810572,0.1720673111755745,0.012092514026423116,2.9941625667935456,-7.2157,0.0,-4.5505160631,-0.39494974045169595,-0.024880181466776247,-0.0888737200806504,0.481084955702579,0.03892745417774154,-0.008216713038904127,0.10331227362425927,0.10471716307909268,-0.0010211654012513146,0.010588461501900362
25.0,12.32199936629538,2.5670431991205667,-9.324737480633765,-0.008787371100993684,-0.03289425212617627,0.17184212801921522,0.012194642202173504,2.961783579425884,-7.2157,0.0,-4.5505160631,-0.39474038030531755,-0.024567842070929026,-0.0919661616641904,0.48043837158886393,0.03886426127909861,-0.008606590673759469,0.10268914218566763,0.10658247731701657,-0.001036962978879418,0.011061681679370196
26.0,12.322483478010742,2.5337975249462565,-9.49074103918184,-0.008673347794804349,-0.03397842610623218,0.17161371727535,0.012298724408534238,2.9283085969481624,-7.2157,0.0,-4.5505160631,-0.3945110720019058,-0.024248101615571862,-0.09499357669649441,0.47978092814535594,0.0387987426583313,-0.00900512370741224,0.10203358130863469,0.10842959370626218,-0.001053273267908366,0.011536660958300998
27.0,12.323017826607217,2.4994995232975166,-9.656407337930727,-0.008556852314845062,-0.035039134279281556,0.17138262675525548,0.012404170346139488,2.893760875289457,-7.2157,0.0,-4.5505160631,-0.39426135199194023,-0.02392137757116046,-0.0979547536898751,0.47911409159618834,0.03873094482687687,-0.009412046785703856,0.10134611965895227,0.11025836277937516,-0.001070083512748153,0.012013295242453221
28.0,12.323604259285375,2.4641732923659916,-9.821734857693341,-0.008438030898461298,-0.03607598961346985,0.17114940235863624,0.012510358742598015,2.858164074524244,-7.2157,0.0,-4.5505160631,-0.39399078215825245,-0.02358808010513382,-0.10084856800295414,0.47843932563905,0.03866091543273997,-0.00982709412352083,0.10062730242742243,0.11206865586987243,-0.0010873808174179666,0.012491480599510659
29.0,12.324244560251422,2.4278432785504234,-9.986722638906436,-0.008317026743833,-0.03708863517934986,0.1709145868048295,0.012616639843952756,2.821542228443221,-7.2157,0.0,-4.5505160631,-0.3936989498927974,-0.023248611298184244,-0.10367397982749353,0.4777580878601339,0.03858870319172019,-0.010249999735259495,0.09987769039093938,0.1138603648485185,-0.0011051521636216818,0.012971113530283098
30.0,12.324940450132415,2.390534246826852,-10.151370276444883,-0.008193979752484577,-0.03807674329612206,0.17067871843906418,0.012722337911663816,2.783919714940833,-7.2157,0.0,-4.5505160631,-0.3933854681139808,-0.022903364410986747,-0.10643003200370937,0.47707182635211764,0.03851435781953418,-0.010680497649533605,0.09909785898238928,0.11563340183110435,-0.001123384428106395,0.013452091221613116
31.0,12.325693585466592,2.3522712520498863,-10.315677913281181,-0.008069026290466061,-0.0390400146249547,0.17044233011534504,0.012826753723593596,2.7453212272756367,-7.2157,0.0,-4.5505160631,-0.39304997522575036,-0.02255272320206984,-0.10911584768061365,0.476381976540216,0.03843792996502783,-0.011118322108267,0.09828839737211255,0.11738769886058692,-0.0011420643992758356,0.01393431178263382
