,V(m/s),alpha(deg),beta(deg),p(deg/s),q(deg/s),r(deg/s),phi(deg),theta(deg),elevator(deg),aileron(deg),rudder(deg),gamma(deg),pb,qc,rb,CD_act,CL_act,Cm_act,CY_act,Cr_act,Cn_act
1.0,12.20269482325809,2.9763644612486697,12.876453581660341,0.024580785581692403,-0.008209118936340864,-0.42543202526257595,-0.012227924087992496,3.303903511468863,-7.2157,0.0,11.15122626,-0.32753905022019314,0.06939516848977524,-0.02317554863520177,-1.2010571011217497,0.03963416015689961,-0.0028909184082310593,0.10860150870627323,-0.14066685975268653,0.0020489630013013145,-0.0010094585477227608
2.0,12.202572827871629,2.9634983145434464,13.29457866756446,0.024534779668018737,-0.016481130943870183,-0.425120901850181,-0.012177659036160646,3.2914647712727767,-7.2157,0.0,11.15122626,-0.32796645672933034,0.0692659795180808,-0.04652911881988407,-1.2001907528293922,0.039631179210506386,-0.0036004721749752916,0.10985675696669979,-0.145867172451066,0.002063993943784565,-0.0020760152222885214
3.0,12.202391379651033,2.942381147967373,13.712005580435047,0.024459199974489455,-0.024709415738986072,-0.4246036173469788,-0.012041032001375879,3.270775349219331,-7.2157,0.0,11.15122626,-0.32839420125195806,0.06905363161243393,-0.06976004503736989,-1.1987481930793262,0.0396110431813128,-0.0043870033872312544,0.11088981276591206,-0.1509558658841283,0.0020886627064091575,-0.0031992572726358
4.0,12.202167677560595,2.913056977161268,14.128534304708408,0.024355030402777467,-0.03287879353082631,-0.42388374762167635,-0.011774604369049122,3.241887450560134,-7.2157,0.0,11.15122626,-0.32883047339886584,0.06876079886351957,-0.09282567385300886,-1.196737783928411,0.03957361170503675,-0.005248264424942264,0.1116983507676008,-0.15592459663688626,0.0021229077445850796,-0.004378587691335853
5.0,12.201918972646984,2.8755836921266393,14.543969359060249,0.02422320261974057,-0.04097465195412178,-0.42296590468776407,-0.011335201048729001,3.2048684923533086,-7.2157,0.0,11.15122626,-0.3292848002266693,0.06839000751609117,-0.11568481670660362,-1.1941708061787368,0.039518779845856514,-0.0061819309859899585,0.11228052081614792,-0.1607654080735686,0.002166650946814887,-0.005613166318914592
6.0,12.201662529211708,2.830032577138413,14.958120765344393,0.024064588327148317,-0.048982965656740735,-0.4218556749130898,-0.010680296987412437,3.159800516812692,-7.2157,0.0,11.15122626,-0.32976793967427875,0.06794361554300575,-0.13829780678123194,-1.1910612972587145,0.03944647870749215,-0.007185614346258955,0.11263494399639067,-0.16547075943700776,0.0022197983246980955,-0.006901922846075222
7.0,12.201415585991274,2.776487826937988,15.370804954287085,0.023879992901533597,-0.056890308999999584,-0.4205595561773447,-0.009768388464940273,3.106779584523531,-7.2157,0.0,11.15122626,-0.3302917575855431,0.06742379600628913,-0.16062653806335053,-1.1874258858081885,0.03935667590117986,-0.008256872740088572,0.11276070703312552,-0.17003355203202222,0.002282240691736162,-0.008243570301818992
8.0,12.201195317496303,2.715046064092233,15.781845608073633,0.02367015045236897,-0.06468386243499588,-0.41908489483849803,-0.008559345226356764,3.045915154471332,-7.2157,0.0,11.15122626,-0.3308690903790992,0.06683252434413446,-0.18263448808906288,-1.1832836252103243,0.03924937587713839,-0.00939322183116402,0.11265735524368786,-0.17444715251810808,0.0023538543238856057,-0.009636618846107024
9.0,12.201018795646947,2.645815861657177,16.19107444070199,0.023435720315629197,-0.07235141319279254,-0.4174398232223824,-0.007014739926174785,2.977329457292519,-7.2157,0.0,11.15122626,-0.3315135956353421,0.0661715696365843,-0.2042867260708568,-1.1786558279167496,0.03912462012696441,-0.01059214426485098,0.11232488425768655,-0.17870541335712908,0.002434501596318152,-0.011079389712799044
10.0,12.200902951827434,2.568917274512046,16.598331917553548,0.023177284969656563,-0.07988135097013091,-0.41563319819960715,-0.005098151800003049,2.9011568675467947,-7.2157,0.0,11.15122626,-0.3322395930347488,0.06544248981876188,-0.22554990821468934,-1.1735659020082487,0.03898248726479232,-0.011851098310881037,0.11176373071143123,-0.1828026904767382,0.0025240315923710085,-0.012570029176642954
11.0,12.200864539467931,2.4844813819602205,17.003467916047118,0.02289534933178409,-0.08726265930701456,-0.41367454126644204,-0.002775441931427536,2.817543280161082,-7.2157,0.0,11.15122626,-0.3330618982008615,0.06464663073083822,-0.2463922620730735,-1.1680391910367367,0.03882309299506903,-0.013167525619920267,0.11097476211179015,-0.18673385822063057,0.0026222806821529915,-0.01410652244585351
12.0,12.20092009724762,2.392649843456348,17.40634232950501,0.02259034136798535,-0.09448490334048297,-0.4115739804062594,-1.4997939162432819e-05,2.726645495531452,-7.2157,0.0,11.15122626,-0.33399565207510395,0.06378512882013351,-0.26678356174252205,-1.1621028178189765,0.03864658997449863,-0.014538858128826576,0.10995926604636064,-0.19049432166321661,0.0027290730696640894,-0.01568670740822109
