,V(m/s),alpha(deg),beta(deg),p(deg/s),q(deg/s),r(deg/s),phi(deg),theta(deg),elevator(deg),aileron(deg),rudder(deg),gamma(deg),pb,qc,rb,CD_act,CL_act,Cm_act,CY_act,Cr_act,Cn_act
1.0,12.329694718294315,3.0183520453258543,2.118184846746309,0.004120042137795847,0.0007431947530804826,-0.06915996486307266,-0.8038436919818548,3.4092250079710875,-7.2157,10.156546961,0.0,-0.3908729626452332,0.011511676070654751,0.0020765363481087505,-0.1932376140666081,0.03972094701056063,-0.001781158880065227,0.10793658168438366,-0.02263394162812011,-0.02689258561401173,-0.00015927938869006626
2.0,12.329684882721121,3.0189479825611176,2.1861869370172573,0.004118268755934082,0.0005166696855460329,-0.06916457334148089,-0.8038445148599833,3.4088845299506882,-7.2157,10.156546961,0.0,-0.3899365473895706,0.011506730301011387,0.0014436111576545494,-0.193250644625409,0.0397236681350807,-0.0017890243451990778,0.10799399928403237,-0.02350675710547097,-0.026890002923892327,-0.0003182205409000879
3.0,12.329670554800584,3.019317772444588,2.2541456615795457,0.004114901160638121,0.0002908368142094639,-0.06916942695732049,-0.8038474436779246,3.4083178169053845,-7.2157,10.156546961,0.0,-0.3890000444607966,0.011497334365417358,0.0008126192995168865,-0.19326443055300524,0.03972559655315022,-0.001799866247895389,0.10804583394850781,-0.024378786367120923,-0.026888417231321675,-0.00047670483622050397
4.0,12.329652587111314,3.0194623933496016,2.322061221377486,0.004109849393348961,6.581677804103585e-05,-0.06917452624695712,-0.803853859681147,3.4075256139912975,-7.2157,10.156546961,0.0,-0.38806322064169585,0.011483236092870575,0.0001838971526159527,-0.1932789600007696,0.03972673520512843,-0.001813662659653957,0.1080920859554729,-0.025249987033738625,-0.026887820359631453,-0.0006347385247876796
5.0,12.329631822765336,3.019382954407508,2.3899338162929875,0.004103029544337708,-0.0001582642551650331,-0.06917987335467951,-0.8038652322083233,3.406508788049385,-7.2157,10.156546961,0.0,-0.387125833641877,0.011464200215731314,-0.00044220327653000024,-0.1932942257584936,0.03972708747479066,-0.0018303895178273452,0.10813275767740382,-0.02612031735549232,-0.02688820362458211,-0.0007923276894660179
6.0,12.329609094963834,3.019080700871797,2.4577636471141613,0.004094364145510625,-0.00038127500812231633,-0.06918547211557419,-0.8038831126903373,3.4052683327999467,-7.2157,10.156546961,0.0,-0.38618763192814987,0.011440009470410123,-0.0010653155285497984,-0.19331022549247512,0.039726657209664104,-0.0018500205844556791,0.10816785379199183,-0.026989736295424754,-0.026889557816800323,-0.0009494782379682902
7.0,12.329585226535496,3.0185570189963027,2.5255509175996633,0.004083782540667518,-0.0006030795378771802,-0.06919132812679163,-0.8039091282775528,3.4038053736117693,-7.2157,10.156546961,0.0,-0.3852483546154666,0.01141046563539004,-0.0016850599349566891,-0.19332696195148114,0.03972544873975126,-0.0018725274133790173,0.10819738148557678,-0.027858203614528808,-0.02689187318631925,-0.0011061958965689076
8.0,12.329561029459429,3.0178134404026533,2.593295836625021,0.004071221231549575,-0.0008235377025134326,-0.06919744880645058,-0.8039449751173829,3.4021211718227997,-7.2157,10.156546961,0.0,-0.3843077314201464,0.011375390501881646,-0.00230104492640089,-0.19334444313843824,0.039723466894546186,-0.0018978793258371054,0.10822135064869808,-0.02872567995800686,-0.0268951394293009,-0.0012624862055100041
9.0,12.329537304374616,3.0168516459140706,2.660998620396392,0.004056624198098564,-0.0010425056490129885,-0.06920384343951425,-0.8039924113057504,3.4002171285909077,-7.2157,10.156546961,0.0,-0.3833654826768371,0.011334626772645464,-0.002912868400645885,-0.19336268244594862,0.03972071701825501,-0.0019260433947309794,0.10823977406287416,-0.029592126942183057,-0.026899345677011414,-0.001418354516185191
10.0,12.329514840078057,3.0156734688346893,2.7286594947165024,0.004039943191442793,-0.001259836320446307,-0.06921052321006821,-0.8040532495375028,3.3980947882550345,-7.2157,10.156546961,0.0,-0.3824213194203452,0.011288038884774408,-0.003520119145182886,-0.1933816987539921,0.03971720498313848,-0.0019569844376861323,0.10825266757775054,-0.030457507241527574,-0.026904480487110645,-0.0015738059901699991
