13.9255988156,0.5949041365,0,0,0,0,0,1.041520874,-1.5636673674
13.9246038949,0.5968055561,0,0,0,0,0,1.0439455407,-1.56854277
13.9233104954,0.5992771642,0,0,0,0,0,1.0470962345,-1.5748798748
13.9216290552,0.6024871463,0,0,0,0,0,1.0511862246,-1.5831082599
13.9194431479,0.6066548962,0,0,0,0,0,1.0564932617,-1.5937885929
13.9166014096,0.612064196,0,0,0,0,0,1.0633756835,-1.6076452029
13.9129070514,0.6190815816,0,0,0,0,0,1.0722947586,-1.6256121579
13.9081042216,0.6281796058,0,0,0,0,0,1.0838425328,-1.6488912093
13.9018602702,0.6399660897,0,0,0,0,0,1.0987760762,-1.6790239584
13.8937426829,0.6552205784,0,0,0,0,0,1.1180588565,-1.7179806307
13.8837906993,0.6738185815,0,0,0,0,0,1.141499433,-1.7654116824
13.8738379947,0.692306727,0,0,0,0,0,1.1647263507,-1.8124928392
13.8638845927,0.7106880162,0,0,0,0,0,1.1877442522,-1.8592332091
13.8539305157,0.7289653314,0,0,0,0,0,1.2105576006,-1.9056415376
13.8439757851,0.7471414427,0,0,0,0,0,1.2331706895,-1.9517262273
13.8340204212,0.765219014,0,0,0,0,0,1.2555876513,-1.9974953569
13.8240644436,0.7832006086,0,0,0,0,0,1.2778124666,-2.0429566977
13.8141078709,0.8010886945,0,0,0,0,0,1.299848971,-2.0881177304
13.8041507209,0.8188856493,0,0,0,0,0,1.3217008632,-2.1329856593
13.7941930106,0.8365937646,0,0,0,0,0,1.3433717115,-2.1775674269
13.7842347563,0.8542152506,0,0,0,0,0,1.3648649604,-2.2218697269
13.7742759737,0.87175224,0,0,0,0,0,1.3861839362,-2.2658990162
13.7643166776,0.8892067917,0,0,0,0,0,1.4073318532,-2.3096615267
13.7543568826,0.9065808944,0,0,0,0,0,1.4283118187,-2.3531632761
13.7443966023,0.9238764698,0,0,0,0,0,1.4491268379,-2.3964100779
13.73443585,0.9410953761,0,0,0,0,0,1.469779819,-2.4394075511
13.7244746384,0.9582394106,0,0,0,0,0,1.490273577,-2.4821611288
13.7145129798,0.9753103123,0,0,0,0,0,1.5106108383,-2.5246760675
13.7045508858,0.9923097651,0,0,0,0,0,1.5307942446,-2.566957454
13.6945883678,1.0092393999,0,0,0,0,0,1.5508263563,-2.6090102137
13.6846254367,1.0261007966,0,0,0,0,0,1.5707096565,-2.6508391176
13.674662103,1.0428954872,0,0,0,0,0,1.5904465536,-2.6924487885
13.6646983768,1.0596249568,0,0,0,0,0,1.6100393852,-2.7338437079
13.6547342678,1.0762906465,0,0,0,0,0,1.6294904203,-2.7750282217
13.6447697854,1.0928939545,0,0,0,0,0,1.6488018628,-2.816006546
13.6348049387,1.1094362385,0,0,0,0,0,1.6679758536,-2.8567827722
13.6248397365,1.1259188169,0,0,0,0,0,1.6870144735,-2.8973608724
13.6148741872,1.1423429707,0,0,0,0,0,1.7059197452,-2.9377447043
13.6049082989,1.1587099446,0,0,0,0,0,1.7246936361,-2.9779380154
13.5949420796,1.1750209489,0,0,0,0,0,1.7433380598,-3.0179444476
13.5849755369,1.1912771606,0,0,0,0,0,1.7618548787,-3.0577675411
13.5750086782,1.2074797246,0,0,0,0,0,1.7802459057,-3.0974107387
13.5650415106,1.2236297552,0,0,0,0,0,1.7985129061,-3.1368773894
13.5550740411,1.239728337,0,0,0,0,0,1.8166575991,-3.1761707516
13.5451062763,1.2557765262,0,0,0,0,0,1.8346816602,-3.215293997
13.5351382228,1.2717753515,0,0,0,0,0,1.8525867219,-3.2542502134
13.5251698867,1.2877258151,0,0,0,0,0,1.8703743758,-3.2930424081
13.5152012743,1.3036288939,0,0,0,0,0,1.8880461739,-3.3316735107
13.5052323914,1.3194855403,0,0,0,0,0,1.90560363,-3.3701463757
13.4952632437,1.3352966827,0,0,0,0,0,1.9230482211,-3.4084637854
13.4852938369,1.3510632271,0,0,0,0,0,1.9403813885,-3.4466284526
13.4753241762,1.3667860571,0,0,0,0,0,1.9576045391,-3.4846430226
13.465354267,1.3824660352,0,0,0,0,0,1.9747190467,-3.5225100758
13.4553841144,1.3981040034,0,0,0,0,0,1.9917262528,-3.5602321298
13.4454137232,1.4137007836,0,0,0,0,0,2.0086274679,-3.5978116417
13.4354430983,1.4292571788,0,0,0,0,0,2.0254239725,-3.6352510101
13.4254722443,1.4447739734,0,0,0,0,0,2.042117018,-3.6725525767
13.4155011659,1.4602519336,0,0,0,0,0,2.0587078278,-3.7097186287
13.4055298673,1.4756918087,0,0,0,0,0,2.0751975978,-3.7467514003
13.3955583529,1.4910943309,0,0,0,0,0,2.0915874977,-3.7836530745
13.385586627,1.5064602161,0,0,0,0,0,2.1078786716,-3.8204257844
13.3756146934,1.5217901648,0,0,0,0,0,2.1240722389,-3.8570716154
13.3656425563,1.5370848621,0,0,0,0,0,2.1401692949,-3.8935926062
13.3556702194,1.5523449782,0,0,0,0,0,2.1561709117,-3.9299907506
13.3456976865,1.5675711692,0,0,0,0,0,2.1720781387,-3.9662679986
13.3357249614,1.5827640773,0,0,0,0,0,2.1878920037,-4.0024262579
13.3257520474,1.5979243313,0,0,0,0,0,2.2036135129,-4.0384673953
