,V(m/s),alpha(deg),beta(deg),p(deg/s),q(deg/s),r(deg/s),phi(deg),theta(deg),elevator(deg),aileron(deg),rudder(deg),gamma(deg),pb,qc,rb,CD_act,CL_act,Cm_act,CY_act,Cr_act,Cn_act
1.0,11.488351537658888,-7.455245746845561,0.0,0.0,-1.9902131281122568e-09,0.0,0.0,-6.674966122134634,24.7935616405,0.0,0.0,-0.7802796247109267,0.0,-5.9680313610458234e-09,0.0,0.04545316590819469,0.00594790695654672,-0.2715566216815018,0.0,0.0,0.0
2.0,11.488350066580105,-7.455245759355751,0.0,0.0,-3.5081202060014924e-09,0.0,0.0,-6.6749661249229915,24.7935616405,0.0,0.0,-0.7802796344327598,0.0,-1.0519764839715397e-08,0.0,0.04545316596984698,0.005947906670772066,-0.27155662167542666,0.0,0.0,0.0
3.0,11.488348606569499,-7.455245773061783,0.0,0.0,-4.55777584419228e-09,0.0,0.0,-6.674966128994791,24.7935616405,0.0,0.0,-0.7802796440669919,0.0,-1.3667358400200038e-08,0.0,0.04545316604017886,0.005947906408177064,-0.27155662179746254,0.0,0.0,0.0
4.0,11.488347157536138,-7.455245787499218,0.0,0.0,-5.143244092266546e-09,0.0,0.0,-6.674966133883814,24.7935616405,0.0,0.0,-0.7802796536154046,0.0,-1.542299832594741e-08,0.0,0.045453166116627065,0.005947906174397069,-0.2715566220351586,0.0,0.0,0.0
5.0,11.488345719392267,-7.455245802207972,0.0,0.0,-5.268599108145143e-09,0.0,0.0,-6.674966139127908,24.7935616405,0.0,0.0,-0.7802796630800639,0.0,-1.5798901226416234e-08,0.0,0.0454531661966521,0.0059479059750105895,-0.2715566223761706,0.0,0.0,0.0
6.0,11.488344292053258,-7.455245816732322,0.0,0.0,-4.93792581066351e-09,0.0,0.0,-6.6749661442690025,24.7935616405,0.0,0.0,-0.7802796724633199,0.0,-1.4807315993744011e-08,0.0,0.045453166277738356,0.0059479058155391396,-0.271556622808261,0.0,0.0,0.0
7.0,11.48834287543756,-7.455245830620919,0.0,0.0,-4.155320515656822e-09,0.0,0.0,-6.674966148853116,24.7935616405,0.0,0.0,-0.7802796817678033,0.0,-1.2460525709973233e-08,0.0,0.045453166357394124,0.005947905701447126,-0.2715566233192989,0.0,0.0,0.0
8.0,11.488341469466658,-7.455245843426791,0.0,0.0,-2.924891550947365e-09,0.0,0.0,-6.674966152430369,24.7935616405,0.0,0.0,-0.780279690996422,0.0,-8.770849491020099e-09,0.0,0.045453166433151615,0.005947905638141723,-0.2715566238972605,0.0,0.0,0.0
9.0,11.488340074065022,-7.455245854707356,0.0,0.0,-1.250759858162885e-09,0.0,0.0,-6.674966154554998,24.7935616405,0.0,0.0,-0.7802797001523585,0.0,-3.7506442911612856e-09,0.0,0.04545316650256705,0.005947905630972555,-0.2715566245302287,0.0,0.0,0.0
10.0,11.488338689160063,-7.455245864024431,0.0,0.0,8.629404266672144e-10,0.0,0.0,-6.674966154785365,24.7935616405,0.0,0.0,-0.7802797092390659,0.0,2.5876933561103985e-09,0.0,0.04545316656322068,0.005947905685231708,-0.2715566252063937,0.0,0.0,0.0
11.0,11.48833731468209,-7.455245870944244,0.0,0.0,3.412061405766805e-09,0.0,0.0,-6.674966152683976,24.7935616405,0.0,0.0,-0.7802797182602683,0.0,1.0231725636959087e-08,0.0,0.04545316661271688,0.0059479058061533835,-0.2715566259140527,0.0,0.0,0.0
12.0,11.48833595056426,-7.455245875037444,0.0,0.0,6.392440872677384e-09,0.0,0.0,-6.674966147817489,24.7935616405,0.0,0.0,-0.7802797272199546,0.0,1.916897181727347e-08,0.0,0.04545316664868418,0.0059479059989137745,-0.2715566266416106,0.0,0.0,0.0
13.0,11.488334596742535,-7.455245875879111,0.0,0.0,9.799901778448124e-09,0.0,0.0,-6.674966139756734,24.7935616405,0.0,0.0,-0.7802797361223774,0.0,2.9386906642087592e-08,0.0,0.04545316666877531,0.005947906268630912,-0.2715566273775797,0.0,0.0,0.0
14.0,11.488333253155636,-7.4552458730487725,0.0,0.0,1.3630251720186823e-08,0.0,0.0,-6.674966128076723,24.7935616405,0.0,0.0,-0.7802797449720495,0.0,4.0872958802048667e-08,0.0,0.0454531666706673,0.0059479066203644015,-0.2715566281105801,0.0,0.0,0.0
15.0,11.488331919745002,-7.455245866130413,0.0,0.0,1.7879282441546762e-08,0.0,0.0,-6.67496611235667,24.7935616405,0.0,0.0,-0.7802797537737431,0.0,5.3614509435670754e-08,0.0,0.04545316665206155,0.005947907059115243,-0.2715566288293399,0.0,0.0,0.0
16.0,11.48833059645474,-7.455245854712488,0.0,0.0,2.254276935284755e-08,0.0,0.0,-6.674966092180005,24.7935616405,0.0,0.0,-0.7802797625324827,0.0,6.759889069045887e-08,0.0,0.04545316661068387,0.005947907589825621,-0.27155662952269555,0.0,0.0,0.0
17.0,11.488329283231584,-7.455245838387937,0.0,0.0,2.7616471067525296e-08,0.0,0.0,-6.674966067134393,24.7935616405,0.0,0.0,-0.7802797712535448,0.0,8.281338433299399e-08,0.0,0.04545316654428455,0.005947908217378686,-0.2715566301795917,0.0,0.0,0.0
18.0,11.488327980024852,-7.455245816754201,0.0,0.0,3.309612895525357e-08,0.0,0.0,-6.674966036811744,24.7935616405,0.0,0.0,-0.7802797799424566,0.0,9.924522040900326e-08,0.0,0.04545316645063849,0.005947908946598343,-0.271556630789082,0.0,0.0,0.0
19.0,11.488326686786403,-7.45524578941323,0.0,0.0,3.8977466711897644e-08,0.0,0.0,-6.674966000808241,24.7935616405,0.0,0.0,-0.7802797886049886,0.0,1.1688157595390285e-07,0.0,0.04545316632754521,0.005947909782249031,-0.271556631340329,0.0,0.0,0.0
20.0,11.48832540347059,-7.4552457559715055,0.0,0.0,4.525618994478293e-08,0.0,0.0,-6.674965958724349,24.7935616405,0.0,0.0,-0.7802797972471565,0.0,1.357095737492585e-07,0.0,0.04545316617282896,0.005947910729035499,-0.2715566318226045,0.0,0.0,0.0
21.0,11.48832413003422,-7.455245716040053,0.0,0.0,5.192798577590009e-08,0.0,0.0,-6.674965910164837,24.7935616405,0.0,0.0,-0.7802798058752156,0.0,1.5571628113302804e-07,0.0,0.045453165984338836,0.005947911791602534,-0.2715566322252898,0.0,0.0,0.0
22.0,11.48832286643651,-7.455245669234454,0.0,0.0,5.8988522462610696e-08,0.0,0.0,-6.674965854738797,24.7935616405,0.0,0.0,-0.7802798144956569,0.0,1.7688870886227797e-07,0.0,0.04545316575994878,0.0059479129745348275,-0.27155663253787643,0.0,0.0,0.0
23.0,11.488321612639046,-7.45524561517487,0.0,0.0,6.643344903234063e-08,0.0,0.0,-6.674965792059663,24.7935616405,0.0,0.0,-0.7802798231152073,0.0,1.9921381001784127e-07,0.0,0.045453165497557776,0.005947914282356637,-0.2715566327499658,0.0,0.0,0.0
24.0,11.48832036860574,-7.45524555348605,0.0,0.0,7.425839493470895e-08,0.0,0.0,-6.6749657217452265,24.7935616405,0.0,0.0,-0.780279831740823,0.0,2.226784789612544e-07,0.0,0.045453165195089816,0.0059479157195315435,-0.27155663285127,0.0,0.0,0.0
25.0,11.488319134302785,-7.455245483797354,0.0,0.0,8.245896970978271e-08,0.0,0.0,-6.674965643417663,24.7935616405,0.0,0.0,-0.7802798403796904,0.0,2.472695503400476e-07,0.0,0.045453164850494096,0.005947917290462332,-0.2715566328316121,0.0,0.0,0.0
26.0,11.488317909698619,-7.455245405742767,0.0,0.0,9.103076267478974e-08,0.0,0.0,-6.6749655567035475,24.7935616405,0.0,0.0,-0.7802798490392195,0.0,2.729737981483815e-07,0.0,0.04545316446174505,0.005947918999490626,-0.2715566326809263,0.0,0.0,0.0
27.0,11.488316694763876,-7.455245318960918,0.0,0.0,9.996934262180675e-08,0.0,0.0,-6.674965461233875,24.7935616405,0.0,0.0,-0.7802798577270424,0.0,2.997779348205919e-07,0.0,0.04545316402684248,0.005947920850896668,-0.27155663238925853,0.0,0.0,0.0
28.0,11.488315489471352,-7.455245223095094,0.0,0.0,1.0927025753904816e-07,0.0,0.0,-6.674965356644083,24.7935616405,0.0,0.0,-0.7802798664510107,0.0,3.276686103955029e-07,0.0,0.045453163543811584,0.00594792284889907,-0.27155663194676677,0.0,0.0,0.0
29.0,11.48831429379596,-7.455245117793263,0.0,0.0,1.1892903434049598e-07,0.0,0.0,-6.674965242574072,24.7935616405,0.0,0.0,-0.7802798752191906,0.0,3.566324117057494e-07,0.0,0.045453163010703145,0.005947924997654647,-0.2715566313437213,0.0,0.0,0.0
30.0,11.48831310771469,-7.455245002708087,0.0,0.0,1.2894117861634477e-07,0.0,0.0,-6.674965118668225,24.7935616405,0.0,0.0,-0.7802798840398619,0.0,3.866558616295152e-07,0.0,0.04545316242559357,0.005947927301257996,-0.27155663057050533,0.0,0.0,0.0
31.0,11.488311931206566,-7.455244877496945,0.0,0.0,1.393021743980263e-07,0.0,0.0,-6.67496498457543,24.7935616405,0.0,0.0,-0.7802798929215147,0.0,4.1772541838598854e-07,0.0,0.04545316178658499,0.005947929763741394,-0.2715566296176152,0.0,0.0,0.0
32.0,11.488310764252605,-7.455244741821948,0.0,0.0,1.500074839398034e-07,0.0,0.0,-6.674964839949104,24.7935616405,0.0,0.0,-0.7802799018728441,0.0,4.4982747488050096e-07,0.0,0.045453161091805375,0.005947932389074456,-0.2715566284756608,0.0,0.0,0.0
33.0,11.488309606835784,-7.455244595349961,0.0,0.0,1.6105254751539385e-07,0.0,0.0,-6.674964684447211,24.7935616405,0.0,0.0,-0.7802799109027498,0.0,4.829483580947355e-07,0.0,0.04545316033940864,0.005947935181163946,-0.2715566271353663,0.0,0.0,0.0
34.0,11.488308458940994,-7.455244437752617,0.0,0.0,1.7243278322961642e-07,0.0,0.0,-6.674964517732286,24.7935616405,0.0,0.0,-0.7802799200203312,0.0,5.17074328521979e-07,0.0,0.04545315952757475,0.0059479381438533735,-0.2715566255875703,0.0,0.0,0.0
35.0,11.488307320554997,-7.455244268706342,0.0,0.0,1.8414358684689837e-07,0.0,0.0,-6.6749643394714555,24.7935616405,0.0,0.0,-0.7802799292348865,0.0,5.521915796529358e-07,0.0,0.045453158654509815,0.005947941280922964,-0.2715566238232262,0.0,0.0,0.0
36.0,11.488306191666393,-7.45524408789237,0.0,0.0,1.9618033163564704e-07,0.0,0.0,-6.674964149336465,24.7935616405,0.0,0.0,-0.7802799385559052,0.0,5.882862375091106e-07,0.0,0.045453157718446165,0.005947944596089161,-0.2715566218334028,0.0,0.0,0.0
37.0,11.488305072265577,-7.455243894996764,0.0,0.0,2.0853836822608722e-07,0.0,0.0,-6.674963947003695,24.7935616405,0.0,0.0,-0.7802799479930691,0.0,6.25344360216571e-07,0.0,0.04545315671764252,0.005947948093004571,-0.27155661960928495,0.0,0.0,0.0
38.0,11.488303962344702,-7.455243689710436,0.0,0.0,2.2121302448714322e-07,0.0,0.0,-6.674963732154188,24.7935616405,0.0,0.0,-0.7802799575562478,0.0,6.633519376368174e-07,0.0,0.04545315565038405,0.005947951775257504,-0.27155661714217355,0.0,0.0,0.0
39.0,11.488302861897635,-7.455243471729164,0.0,0.0,2.3419960541526753e-07,0.0,0.0,-6.674963504473671,24.7935616405,0.0,0.0,-0.7802799672554928,0.0,7.022948910334757e-07,0.0,0.04545315451498248,0.005947955646371933,-0.2715566144234864,0.0,0.0,0.0
40.0,11.488301770919923,-7.455243240753615,0.0,0.0,2.4749339303956584e-07,0.0,0.0,-6.674963263652575,24.7935616405,0.0,0.0,-0.7802799771010394,0.0,7.421590727878585e-07,0.0,0.04545315330977624,0.005947959709807021,-0.2715566114447584,0.0,0.0,0.0
41.0,11.488300689408753,-7.455242996489363,0.0,0.0,2.6108964634398485e-07,0.0,0.0,-6.674963009386063,24.7935616405,0.0,0.0,-0.7802799871033006,0.0,7.829302661656904e-07,0.0,0.04545315203313053,0.005947963968956957,-0.2715566081976424,0.0,0.0,0.0
42.0,11.48829961736291,-7.45524273864691,0.0,0.0,2.7498360120145274e-07,0.0,0.0,-6.674962741374048,24.7935616405,0.0,0.0,-0.7802799972728618,0.0,8.245941851196754e-07,0.0,0.04545315068343742,0.005947968427150771,-0.27155660467390924,0.0,0.0,0.0
43.0,11.488298554782746,-7.455242466941702,0.0,0.0,2.891704703256491e-07,0.0,0.0,-6.674962459321222,24.7935616405,0.0,0.0,-0.7802800076204806,0.0,8.671364741449307e-07,0.0,0.045453149259116025,0.00594797308765195,-0.27155660086544847,0.0,0.0,0.0
44.0,11.488297501670134,-7.455242181094156,0.0,0.0,3.036454432382364e-07,0.0,0.0,-6.674962162937073,24.7935616405,0.0,0.0,-0.7802800181570833,0.0,9.105427081807828e-07,0.0,0.04545314775861253,0.005947977953658201,-0.2715565967642688,0.0,0.0,0.0
45.0,11.488296458028435,-7.455241880829671,0.0,0.0,3.184036862478732e-07,0.0,0.0,-6.674961851935912,24.7935616405,0.0,0.0,-0.7802800288937597,0.0,9.547983925478957e-07,0.0,0.04545314618040036,0.005947983028301268,-0.27155659236249874,0.0,0.0,0.0
46.0,11.488295423862455,-7.455241565878658,0.0,0.0,3.33440342447374e-07,0.0,0.0,-6.6749615260368955,24.7935616405,0.0,0.0,-0.7802800398417622,0.0,9.998889629398135e-07,0.0,0.04545314452298027,0.0059479883146466295,-0.27155658765238666,0.0,0.0,0.0
47.0,11.488294399178416,-7.455241235976549,0.0,0.0,3.4875053172418105e-07,0.0,0.0,-6.674961184964049,24.7935616405,0.0,0.0,-0.7802800510125003,0.0,1.045799785454423e-06,0.0,0.045453142784880426,0.005947993815693164,-0.271556582626302,0.0,0.0,0.0
48.0,11.48829338398391,-7.455240890863827,0.0,0.0,3.6432935078533857e-07,0.0,0.0,-6.674960828446289,24.7935616405,0.0,0.0,-0.7802800624175381,0.0,1.0925161566689054e-06,0.0,0.04545314096465658,0.005947999534373083,-0.271556577276735,0.0,0.0,0.0
49.0,11.488292378287866,-7.455240530286037,0.0,0.0,3.8017187319828863e-07,0.0,0.0,-6.6749604562174465,24.7935616405,0.0,0.0,-0.7802800740685907,0.0,1.140023303762131e-06,0.0,0.0454531390608921,0.00594800547355151,-0.2715565715962976,0.0,0.0,0.0
50.0,11.488291382100513,-7.455240153993812,0.0,0.0,3.96273149444721e-07,0.0,0.0,-6.674960068016291,24.7935616405,0.0,0.0,-0.7802800859775214,0.0,1.188306384676203e-06,0.0,0.04545313707219811,0.005948011636026346,-0.27155656557772406,0.0,0.0,0.0
51.0,11.488290395433339,-7.455239761742891,0.0,0.0,4.126282069904312e-07,0.0,0.0,-6.674959663586553,24.7935616405,0.0,0.0,-0.7802800981563376,0.0,1.2373504883260016e-06,0.0,0.045453134997213665,0.005948018024527879,-0.27155655921387123,0.0,0.0,0.0
52.0,11.48828941829906,-7.455239353294135,0.0,0.0,4.292320503692093e-07,0.0,0.0,-6.674959242676948,24.7935616405,0.0,0.0,-0.7802801106171868,0.0,1.2871406348508073e-06,0.0,0.04545313283460573,0.005948024641718758,-0.27155655249771915,0.0,0.0,0.0
53.0,11.488288450711579,-7.455238928413554,0.0,0.0,4.460796612785411e-07,0.0,0.0,-6.6749588050411965,24.7935616405,0.0,0.0,-0.7802801233723571,0.0,1.3376617759013433e-06,0.0,0.045453130583069386,0.005948031490193503,-0.2715565454223714,0.0,0.0,0.0
54.0,11.488287492685954,-7.455238486872317,0.0,0.0,4.631659986956274e-07,0.0,0.0,-6.674958350438049,24.7935616405,0.0,0.0,-0.7802801364342677,0.0,1.3888987949877503e-06,0.0,0.0454531282413279,0.005948038572478442,-0.27155653798105595,0.0,0.0,0.0
55.0,11.488286544238356,-7.45523802844678,0.0,0.0,4.804859989998931e-07,0.0,0.0,-6.674957878631311,24.7935616405,0.0,0.0,-0.7802801498154688,0.0,1.4408365078470215e-06,0.0,0.04545312580813283,0.005948045891031484,-0.27155653016712533,0.0,0.0,0.0
56.0,11.488285605386038,-7.455237552918497,0.0,0.0,4.980345761152379e-07,0.0,0.0,-6.674957389389859,24.7935616405,0.0,0.0,-0.780280163528638,0.0,1.493459662869638e-06,0.0,0.04545312328226414,0.0059480534482417025,-0.2715565219740572,0.0,0.0,0.0
57.0,11.488284676147293,-7.455237060074246,0.0,0.0,5.158066216645194e-07,0.0,0.0,-6.6749568824876695,24.7935616405,0.0,0.0,-0.7802801775865769,0.0,1.5467529415628894e-06,0.0,0.04545312066253031,0.005948061246429312,-0.2715565133954552,0.0,0.0,0.0
58.0,11.488283756541428,-7.455236549706044,0.0,0.0,5.337970051379065e-07,0.0,0.0,-6.674956357703836,24.7935616405,0.0,0.0,-0.7802801920022082,0.0,1.600700959055787e-06,0.0,0.045453117947768414,0.005948069287845331,-0.27155650442504886,0.0,0.0,0.0
59.0,11.488282846588719,-7.455236021611166,0.0,0.0,5.520005740742573e-07,0.0,0.0,-6.674955814822597,24.7935616405,0.0,0.0,-0.7802802067885697,0.0,1.6552882646430332e-06,0.0,0.04545311513684423,0.005948077574671348,-0.27155649505669455,0.0,0.0,0.0
60.0,11.488281946310382,-7.455235475592163,0.0,0.0,5.704121542566594e-07,0.0,0.0,-6.6749552536333505,24.7935616405,0.0,0.0,-0.7802802219588125,0.0,1.7104993423714681e-06,0.0,0.0454531122286524,0.005948086109019396,-0.2715564852843759,0.0,0.0,0.0
61.0,11.488281055728532,-7.45523491145688,0.0,0.0,5.89026549924812e-07,0.0,0.0,-6.674954673930682,24.7935616405,0.0,0.0,-0.7802802375261972,0.0,1.7663186116770152e-06,0.0,0.0454531092221164,0.005948094892931632,-0.27155647510220404,0.0,0.0,0.0
62.0,11.488280174866153,-7.455234329018475,0.0,0.0,6.078385439934681e-07,0.0,0.0,-6.674954075514384,24.7935616405,0.0,0.0,-0.7802802535040909,0.0,1.8227304280398042e-06,0.0,0.045453106116188774,0.0059481039283801745,-0.27155646450441856,0.0,0.0,0.0
63.0,11.48827930374706,-7.455233728095437,0.0,0.0,6.268428982925389e-07,0.0,0.0,-6.674953458189473,24.7935616405,0.0,0.0,-0.7802802699059637,0.0,1.8797190837042537e-06,0.0,0.04545310290985116,0.005948113217266959,-0.2715564534853875,0.0,0.0,0.0
64.0,11.488278442395867,-7.455233108511601,0.0,0.0,6.460343538177722e-07,0.0,0.0,-6.67495282176622,24.7935616405,0.0,0.0,-0.7802802867453815,0.0,1.937268808430867e-06,0.0,0.0454530996021144,0.005948122761423383,-0.2715564420396081,0.0,0.0,0.0
65.0,11.48827759083795,-7.455232470096169,0.0,0.0,6.654076309901409e-07,0.0,0.0,-6.674952166060159,24.7935616405,0.0,0.0,-0.78028030403601,0.0,1.995363770274143e-06,0.0,0.04545309619201864,0.005948132562610217,-0.2715564301617074,0.0,0.0,0.0
66.0,11.488276749099413,-7.45523181268372,0.0,0.0,6.8495742993427e-07,0.0,0.0,-6.674951490892117,24.7935616405,0.0,0.0,-0.7802803217916026,0.0,2.053988076417588e-06,0.0,0.04545309267863342,0.005948142622517416,-0.27155641784644247,0.0,0.0,0.0
67.0,11.488275917207057,-7.455231136114235,0.0,0.0,7.046784307687596e-07,0.0,0.0,-6.674950796088232,24.7935616405,0.0,0.0,-0.7802803400260032,0.0,2.113125774044397e-06,0.0,0.04545308906105776,0.005948152942763921,-0.2715564050887008,0.0,0.0,0.0
68.0,11.488275095188339,-7.455230440233107,0.0,0.0,7.245652939073358e-07,0.0,0.0,-6.6749500814799685,24.7935616405,0.0,0.0,-0.7802803587531386,0.0,2.1727608512406105e-06,0.0,0.04545308533842026,0.005948163524897382,-0.27155639188350145,0.0,0.0,0.0
69.0,11.488274283071346,-7.4552297248911605,0.0,0.0,7.44612660373858e-07,0.0,0.0,-6.6749493469041425,24.7935616405,0.0,0.0,-0.780280377987018,0.0,2.2328772379398196e-06,0.0,0.0454530815098792,0.005948174370394049,-0.2715563782259943,0.0,0.0,0.0
70.0,11.488273480884757,-7.455228989944664,0.0,0.0,7.648151521319507e-07,0.0,0.0,-6.674948592202939,24.7935616405,0.0,0.0,-0.7802803977417252,0.0,2.293458806911737e-06,0.0,0.04545307757462259,0.0059481854806587575,-0.27155636411146195,0.0,0.0,0.0
71.0,11.48827268865781,-7.455228235255348,0.0,0.0,7.851673724241647e-07,0.0,0.0,-6.674947817223929,24.7935616405,0.0,0.0,-0.7802804180314187,0.0,2.3544893747793384e-06,0.0,0.045453073531868275,0.005948196857024454,-0.27155634953531893,0.0,0.0,0.0
72.0,11.488271906420268,-7.455227460690417,0.0,0.0,8.056639061265466e-07,0.0,0.0,-6.674947021820089,24.7935616405,0.0,0.0,-0.7802804388703279,0.0,2.4159527030822163e-06,0.0,0.04545306938086404,0.005948208500752214,-0.27155633449311284,0.0,0.0,0.0
73.0,11.488271134202387,-7.455226666122568,0.0,0.0,8.262993201133108e-07,0.0,0.0,-6.674946205849823,24.7935616405,0.0,0.0,-0.7802804602727456,0.0,2.4778324993702293e-06,0.0,0.04545306512088765,0.005948220413031113,-0.27155631898052457,0.0,0.0,0.0
74.0,11.488270372034883,-7.4552258514300025,0.0,0.0,8.470681636365909e-07,0.0,0.0,-6.674945369176973,24.7935616405,0.0,0.0,-0.7802804822530298,0.0,2.540112418342373e-06,0.0,0.045453060751246985,0.005948232594977981,-0.2715563029933689,0.0,0.0,0.0
75.0,11.4882696199489,-7.4552250164964375,0.0,0.0,8.679649687160585e-07,0.0,0.0,-6.674944511670842,24.7935616405,0.0,0.0,-0.7802805048255959,0.0,2.6027760630152428e-06,0.0,0.04545305627128004,0.005948245047637302,-0.27155628652759467,0.0,0.0,0.0
76.0,11.488268877975974,-7.455224161211123,0.0,0.0,8.889842505393784e-07,0.0,0.0,-6.674943633206209,24.7935616405,0.0,0.0,-0.7802805280049139,0.0,2.6658069859239967e-06,0.0,0.04545305168035506,0.005948257771981089,-0.27155626957928525,0.0,0.0,0.0
77.0,11.488268146148005,-7.455223285468853,0.0,0.0,9.101205078810815e-07,0.0,0.0,-6.6749427336633484,24.7935616405,0.0,0.0,-0.7802805518055047,0.0,2.729188690378548e-06,0.0,0.045453046977870594,0.005948270768908762,-0.2715562521446591,0.0,0.0,0.0
78.0,11.488267424497222,-7.455222389169979,0.0,0.0,9.313682235263762e-07,0.0,0.0,-6.674941812928041,24.7935616405,0.0,0.0,-0.780280576241938,0.0,2.7929046317345694e-06,0.0,0.04545304216325558,0.005948284039246909,-0.27155623422007025,0.0,0.0,0.0
79.0,11.488266713056149,-7.45522147222042,0.0,0.0,9.527218647092439e-07,0.0,0.0,-6.674940870891593,24.7935616405,0.0,0.0,-0.780280601328827,0.0,2.8569382187073395e-06,0.0,0.045453037235969364,0.0059482975837493735,-0.2715562158020082,0.0,0.0,0.0
80.0,11.488266011857576,-7.455220534531676,0.0,0.0,9.74175883563999e-07,0.0,0.0,-6.674939907450852,24.7935616405,0.0,0.0,-0.780280627080824,0.0,2.921272814725961e-06,0.0,0.04545303219550185,0.005948311403096915,-0.271556196887099,0.0,0.0,0.0
81.0,11.488265320934529,-7.4552195760208395,0.0,0.0,9.957247175872215e-07,0.0,0.0,-6.674938922508221,24.7935616405,0.0,0.0,-0.7802806535126185,0.0,2.9858917393186897e-06,0.0,0.04545302704137346,0.005948325497897269,-0.2715561774721049,0.0,0.0,0.0
82.0,11.488264640320235,-7.455218596610603,0.0,0.0,1.0173627901087856e-06,0.0,0.0,-6.674937915971671,24.7935616405,0.0,0.0,-0.7802806806389322,0.0,3.0507782695255445e-06,0.0,0.04545302177313528,0.005948339868685051,-0.2715561575539254,0.0,0.0,0.0
83.0,11.488263970048092,-7.455217596229273,0.0,0.0,1.0390845107782647e-06,0.0,0.0,-6.6749368877547575,24.7935616405,0.0,0.0,-0.7802807084745158,0.0,3.1159156413570265e-06,0.0,0.04545301639036909,0.005948354515921475,-0.2715561371295971,0.0,0.0,0.0
84.0,11.488263310151636,-7.455216574810778,0.0,0.0,1.060884276058968e-06,0.0,0.0,-6.674935837776634,24.7935616405,0.0,0.0,-0.7802807370341434,0.0,3.1812870512757296e-06,0.0,0.045453010892687384,0.005948369439994536,-0.2715561161962943,0.0,0.0,0.0
85.0,11.48826266066451,-7.455215532294675,0.0,0.0,1.082756469736131e-06,0.0,0.0,-6.674934765962063,24.7935616405,0.0,0.0,-0.7802807663326119,0.0,3.246875657720393e-06,0.0,0.045453005279733484,0.005948384641218732,-0.2715560947513291,0.0,0.0,0.0
86.0,11.48826202162044,-7.455214468626164,0.0,0.0,1.1046954634354473e-06,0.0,0.0,-6.674933672241428,24.7935616405,0.0,0.0,-0.7802807963847362,0.0,3.3126645826609717e-06,0.0,0.045452999551181546,0.005948400119835093,-0.27155607279215205,0.0,0.0,0.0
