,V(m/s),alpha(deg),beta(deg),p(deg/s),q(deg/s),r(deg/s),phi(deg),theta(deg),elevator(deg),aileron(deg),rudder(deg),gamma(deg),pb,qc,rb,CD_act,CL_act,Cm_act,CY_act,Cr_act,Cn_act
1.0,14.115719565912858,-3.62736924196757,0.0,0.0,-2.100980860154205e-09,0.0,0.0,-4.735995360374,11.1699391436,0.0,0.0,1.10862611840643,0.0,-5.127531068773514e-09,0.0,0.030303272113038033,0.0019210531975481435,-0.1296661378926996,0.0,0.0,0.0
2.0,14.115718082273844,-3.627369248859553,0.0,0.0,-3.920904714268961e-09,0.0,0.0,-4.735995363408276,11.1699391436,0.0,0.0,1.108626114548723,0.0,-9.56913184432251e-09,0.0,0.030303272124555206,0.001921052999898587,-0.12966613775649846,0.0,0.0,0.0
3.0,14.11571660781799,-3.6273692573954883,0.0,0.0,-5.461886457840402e-09,0.0,0.0,-4.735995368122829,11.1699391436,0.0,0.0,1.1086261107273407,0.0,-1.3329963593090862e-08,0.0,0.030303272140923727,0.0019210527948441691,-0.1296661377023797,0.0,0.0,0.0
4.0,14.115715142481745,-3.6273692672972606,0.0,0.0,-6.726034750168917e-09,0.0,0.0,-4.735995374239772,11.1699391436,0.0,0.0,1.108626106942511,0.0,-1.6415172366717293e-08,0.0,0.03030327216145592,0.0019210525861501557,-0.12966613772370053,0.0,0.0,0.0
5.0,14.11571368620295,-3.6273692782890916,0.0,0.0,-7.7154522709387e-09,0.0,0.0,-4.735995381483322,11.1699391436,0.0,0.0,1.1086261031942306,0.0,-1.882988962815498e-08,0.0,0.030303272185469805,0.001921052377549505,-0.12966613781387218,0.0,0.0,0.0
6.0,14.11571223892083,-3.6273692900975316,0.0,0.0,-8.432235971760699e-09,0.0,0.0,-4.735995389579799,11.1699391436,0.0,0.0,1.108626099482267,0.0,-2.057923286550113e-08,0.0,0.03030327221228918,0.0019210521727429791,-0.12966613796635953,0.0,0.0,0.0
7.0,14.115710800575973,-3.627369302451454,0.0,0.0,-8.878477325208377e-09,0.0,0.0,-4.7359953982576135,11.1699391436,0.0,0.0,1.1086260958061596,0.0,-2.1668306199709634e-08,0.0,0.030303272241243514,0.0019210519753992336,-0.129666138174681,0.0,0.0,0.0
8.0,14.115709371110313,-3.627369315082046,0.0,0.0,-9.056262570918445e-09,0.0,0.0,-4.735995407247268,11.1699391436,0.0,0.0,1.1086260921652218,0.0,-2.2102200985142565e-08,0.0,0.030303272271667958,0.0019210517891548803,-0.12966613843240832,0.0,0.0,0.0
9.0,14.115707950467112,-3.6273693277228025,0.0,0.0,-8.967672956049245e-09,0.0,0.0,-4.735995416281347,11.1699391436,0.0,0.0,1.1086260885585446,0.0,-2.1885996396353136e-08,0.0,0.030303272302903365,0.0019210516176146053,-0.1296661387331663,0.0,0.0,0.0
10.0,14.115706538590947,-3.6273693401095186,0.0,0.0,-8.61478497193298e-09,0.0,0.0,-4.735995425094514,11.1699391436,0.0,0.0,1.1086260849849956,0.0,-2.102476000558143e-08,0.0,0.030303272334296215,0.001921051464351252,-0.12966613907063262,0.0,0.0,0.0
