,V(m/s),alpha(deg),beta(deg),p(deg/s),q(deg/s),r(deg/s),phi(deg),theta(deg),elevator(deg),aileron(deg),rudder(deg),gamma(deg),pb,qc,rb,CD_act,CL_act,Cm_act,CY_act,Cr_act,Cn_act
1.0,11.558825621904289,3.7320298299381456,0.0,0.0,-2.3596506543659275e-09,0.0,0.0,3.741905129639758,-9.306319519,0.0,0.0,-0.009875299701612494,0.0,-7.032718348900387e-09,0.0,0.04518737425325272,-0.0029475040128318503,0.13562551101880635,0.0,0.0,0.0
2.0,11.55882414148122,3.732029831170068,0.0,0.0,-4.953112860039158e-09,0.0,0.0,3.7419051260027616,-9.306319519,0.0,0.0,-0.009875294832693449,0.0,-1.4762292075713058e-08,0.0,0.045187374267950345,-0.0029475041956005393,0.13562551158029218,0.0,0.0,0.0
3.0,11.558822672255227,3.7320298296660748,0.0,0.0,-7.7780113770973e-09,0.0,0.0,3.7419051196563866,-9.306319519,0.0,0.0,-0.009875289990311842,0.0,-2.3181642243216637e-08,0.0,0.045187374272219784,-0.0029475044319385232,0.13562551212208135,0.0,0.0,0.0
4.0,11.558821214152248,3.7320298251989956,0.0,0.0,-1.0831963262138511e-08,0.0,0.0,3.7419051103703875,-9.306319519,0.0,0.0,-0.009875285171391912,0.0,-3.2283666947264936e-08,0.0,0.04518737426511507,-0.0029475047246372843,0.13562551263811376,0.0,0.0,0.0
5.0,11.558819767099704,3.7320298175441904,0.0,0.0,-1.4112577846486845e-08,0.0,0.0,3.7419050979169057,-9.306319519,0.0,0.0,-0.009875280372715345,0.0,-4.2061241251922543e-08,0.0,0.04518737424570064,-0.0029475050764545957,0.13562551312238977,0.0,0.0,0.0
6.0,11.558818331026476,3.7320298064795545,0.0,0.0,-1.7617456722447392e-08,0.0,0.0,3.741905082070477,-9.306319519,0.0,0.0,-0.009875275590922605,0.0,-5.250721714859025e-08,0.0,0.04518737421305138,-0.0029475054901143896,0.1356255135689703,0.0,0.0,0.0
7.0,11.558816905862885,3.7320297917855245,0.0,0.0,-2.134419372989545e-08,0.0,0.0,3.7419050626080397,-9.306319519,0.0,0.0,-0.009875270822515159,0.0,-6.361442351612423e-08,0.0,0.04518737416625262,-0.0029475059683068128,0.13562551397197697,0.0,0.0,0.0
8.0,11.558815491540674,3.732029773245084,0.0,0.0,-2.529037494750853e-08,0.0,0.0,3.7419050393089415,-9.306319519,0.0,0.0,-0.00987526606385769,0.0,-7.537566609479113e-08,0.0,0.04518737410440015,-0.0029475065136880044,0.1356255143255924,0.0,0.0,0.0
9.0,11.558814087992978,3.7320297506437705,0.0,0.0,-2.9453578693319918e-08,0.0,0.0,3.7419050119549486,-9.306319519,0.0,0.0,-0.009875261311178107,0.0,-8.778372748800349e-08,0.0,0.0451873740266003,-0.002947507128880089,0.1356255146240602,0.0,0.0,0.0
10.0,11.558812695154314,3.7320297237696813,0.0,0.0,-3.383137552304993e-08,0.0,0.0,3.741904980330253,-9.306319519,0.0,0.0,-0.009875256560571533,0.0,-1.0083136715743022e-07,0.0,0.04518737393196992,-0.002947507816471108,0.13562551486168514,0.0,0.0,0.0
11.0,11.558811312960552,3.7320296924134784,0.0,0.0,-3.84213282370918e-08,0.0,0.0,3.7419049442214787,-9.306319519,0.0,0.0,-0.009875251808000307,0.0,-1.1451132144389991e-07,0.0,0.04518737381963639,-0.002947508579014886,0.1356255150328334,0.0,0.0,0.0
12.0,11.5588099413489,3.7320296563683963,0.0,0.0,-4.322099189241049e-08,0.0,0.0,3.7419049034176926,-9.306319519,0.0,0.0,-0.00987524704929621,0.0,-1.2881630360294526e-07,0.0,0.045187373688737695,-0.0029475094190310053,0.13562551513193258,0.0,0.0,0.0
13.0,11.558808580257878,3.732029615430246,0.0,0.0,-4.822791381378626e-08,0.0,0.0,3.741904857710409,-9.306319519,0.0,0.0,-0.009875242280162677,0.0,-1.4373900383839297e-07,0.0,0.04518737353842244,-0.0029475103390047275,0.13562551515347196,0.0,0.0,0.0
14.0,11.558807229627304,3.7320295693974233,0.0,0.0,-5.3439633615384345e-08,0.0,0.0,3.741904806893599,-9.306319519,0.0,0.0,-0.009875237496175693,0.0,-1.592720893667288e-07,0.0,0.0451873733678498,-0.0029475113413868353,0.13562551509200255,0.0,0.0,0.0
15.0,11.558805889398268,3.732029518070912,0.0,0.0,-5.885368322206027e-08,0.0,0.0,3.741904750763698,-9.306319519,0.0,0.0,-0.009875232692786007,0.0,-1.754082044806728e-07,0.0,0.04518737317618966,-0.0029475124285936946,0.13562551494213737,0.0,0.0,0.0
16.0,11.558804559513115,3.732029461254293,0.0,0.0,-6.44675868982858e-08,0.0,0.0,3.741904689119614,-9.306319519,0.0,0.0,-0.009875227865321357,0.0,-1.9213997063546648e-07,0.0,0.04518737296262257,-0.002947513603007046,0.13562551469855152,0.0,0.0,0.0
17.0,11.558803239915425,3.7320293987537463,0.0,0.0,-7.027886127855233e-08,0.0,0.0,3.741904621762734,-9.306319519,0.0,0.0,-0.009875223008987799,0.0,-2.094599865395618e-07,0.0,0.04518737272633975,-0.0029475148669740187,0.1356255143559823,0.0,0.0,0.0
18.0,11.558801930549992,3.732029330378061,0.0,0.0,-7.628501540382822e-08,0.0,0.0,3.7419045484969318,-9.306319519,0.0,0.0,-0.009875218118870599,0.0,-2.2736082826335237e-07,0.0,0.045187372466543196,-0.002947516222807006,0.13562551390922942,0.0,0.0,0.0
19.0,11.558800631362802,3.7320292559386385,0.0,0.0,-8.248355076115886e-08,0.0,0.0,3.7419044691285763,-9.306319519,0.0,0.0,-0.009875213189937782,0.0,-2.458350493572704e-07,0.0,0.045187372182445625,-0.002947517672783645,0.1356255133531551,0.0,0.0,0.0
