,V(m/s),alpha(deg),beta(deg),p(deg/s),q(deg/s),r(deg/s),phi(deg),theta(deg),elevator(deg),aileron(deg),rudder(deg),gamma(deg),pb,qc,rb,CD_act,CL_act,Cm_act,CY_act,Cr_act,Cn_act
1.0,12.02685392563535,-6.81280106890866,0.0,0.0,-2.004345517759018e-09,0.0,0.0,-6.6490644669398735,22.582743604,0.0,0.0,-0.16373660196878692,0.0,-5.741293900611704e-09,0.0,0.04153220537122105,0.004961826713215864,-0.2468724855409902,0.0,0.0,0.0
2.0,12.026852451769779,-6.812801080219676,0.0,0.0,-3.5581642669814482e-09,0.0,0.0,-6.649064469758516,22.582743604,0.0,0.0,-0.16373661046115995,0.0,-1.0192089700033956e-08,0.0,0.04153220542300175,0.004961826445985362,-0.24687248551060337,0.0,0.0,0.0
3.0,12.026850988515207,-6.81280109278556,0.0,0.0,-4.665214203965188e-09,0.0,0.0,-6.649064473907279,22.582743604,0.0,0.0,-0.16373661887828117,0.0,-1.3363151292060886e-08,0.0,0.04153220548359364,0.004961826196660649,-0.24687248560017894,0.0,0.0,0.0
4.0,12.026849535786715,-6.812801106162882,0.0,0.0,-5.3292578764585535e-09,0.0,0.0,-6.649064478941275,22.582743604,0.0,0.0,-0.1637366272216072,0.0,-1.526525573448839e-08,0.0,0.041532205550646406,0.004961825970750608,-0.2468724857980246,0.0,0.0,0.0
5.0,12.026848093502485,-6.812801119912268,0.0,0.0,-5.5540631178910265e-09,0.0,0.0,-6.649064484419382,22.582743604,0.0,0.0,-0.16373663549288597,0.0,-1.5909195237505004e-08,0.0,0.041532205621831034,0.004961825773710765,-0.24687248609254703,0.0,0.0,0.0
6.0,12.026846661583765,-6.812801133598403,0.0,0.0,-5.3434037236460976e-09,0.0,0.0,-6.649064489904247,22.582743604,0.0,0.0,-0.16373664369415586,0.0,-1.5305779100651417e-08,0.0,0.041532205694839834,0.0049618256109430214,-0.24687248647225202,0.0,0.0,0.0
7.0,12.026845239954818,-6.812801146790036,0.0,0.0,-4.7010601102394475e-09,0.0,0.0,-6.649064494962295,22.582743604,0.0,0.0,-0.16373665182774033,0.0,-1.3465835600821066e-08,0.0,0.04153220576738645,0.004961825487795682,-0.24687248692574432,0.0,0.0,0.0
8.0,12.026843828542884,-6.8128011590599815,0.0,0.0,-3.6308199656890537e-09,0.0,0.0,-6.649064499163735,22.582743604,0.0,0.0,-0.1637366598962462,0.0,-1.040021385503783e-08,0.0,0.04153220583720585,0.004961825409563317,-0.2468724874417274,0.0,0.0,0.0
9.0,12.026842427278126,-6.81280116998513,0.0,0.0,-2.1364788753470818e-09,0.0,0.0,-6.6490645020825685,22.582743604,0.0,0.0,-0.1637366679025618,0.0,-6.119785612952797e-09,0.0,0.04153220590205442,0.004961825381486637,-0.24687248800900388,0.0,0.0,0.0
10.0,12.026841036093597,-6.812801179146447,0.0,0.0,-2.2184093671006963e-10,0.0,0.0,-6.649064503296595,22.582743604,0.0,0.0,-0.16373667584985263,0.0,-6.354470177768485e-10,0.0,0.041532205959709925,0.004961825408752327,-0.24687248861647526,0.0,0.0,0.0
